Sleep.FM|Sleep.FM is The Social Alarm Clock® and it provides a personalized way to stay in touch with friends, loved ones and information.  Users simply set their wake up time and invite family, friends and services to upload/create loving, fun or informative messages. When the alarm triggers, messages are played directly on your browser-based device...
SlideBatch|"SlideBatch is an innovative new web application that cuts through content overload on the web with a simple concept of a ""Batch"", which has ubiquitous appeal to both publishers and consumers. A ""Batch"" is the right mix of content, delivered at the right place and time to a target audience.This is a simple concept that solves..."
Slingjot|Slingjot's mission is to connect people one word at a time.Slingjot is a simple way for users to spread the word in a community of like-minded people and receive instant feedback through polls, which is illustrated in a word cloud for easy interpretation and gratification. Available in November 2012 on any iPhone or iPad running on iOS 4...
Smart Mocha|Smart Mocha is committed to creating the simplest to deploy, most useful, and most resilient remote monitoring solutions.Our mission is to improve knowledge of the world through sensor data.With decades of combined experience from organizations such as MIT, Motorola, Sun Microsystems, Orange, Remedy and HP, Smart Mocha has the team to...
Smart Office Energy Solutions|Smart Office Energy Solutions is a clean-technology company offering plug-and-play energy efficiency for office owners, managers, and tenants.  Its products include wireless smart circuit monitors, Web-managed power sockets, and behavioral software.  Combined, they have been found to reduce total energy consumption up to 25% with client payback...
PLNAR|Smart Picture Technologies, Inc. develops digital measurement systems for collecting and storing accurate measurement data. Its systems enable users to create and share dimensions embedded in images between users, customers, and their contractors. The company solutions include visual scene information, dimension data, and user defined tags. It...
Smart Plate|Smart Plate, Inc. develops digital electronic license plate technology for cars. The electronic plate on the back side of a car might show messages or advertisements, but only after sitting motionless for several seconds. The company was incorporated in 2009 and is based in San Francisco, California.
BrightNest|BrighNest is a free online resource that provides people the tools, tips and motivation they need to keep their homes in great shape.BrightNest also has a product for real estate professionals that helps them increase repeat business and referrals. (brightnestpro.com)
SmartHub|SmartHub is a universal power module for renewable energy systems. Our patent-pending technology intelligently combines solar, wind, battery and grid connections to deliver the most efficient and economical output at all times. SmartHub is on a mission to make renewable energy affordable, scalable and practical.
SmartProcure|SmartProcure seeks to improve the government procurement process by connecting the agencies and vendors with actual purchase order history. Agencies can save money with the best government pricing, while vendors can analyze demand & prices for their products/services. SmartProcure aggregates purchase order data from local, state and...
SmartThings|SmartThings provides wireless cloud based software.It offers a smartphone app that allows its users to monitor and control their domestic affairs even when they are out of their home. They do this by creating a variety of easy-to-use sensors to be placed at home, office, and car. SmartThings lets these sensors communicate with each other, and...
Smartvue Corporation|The Smartvue IoT video and cloud surveillance services platform transforms how telco, cable, security, storage, device manufacturers, and other industries create new value for their customers and new revenue for themselves. The end-to-end Smartvue platform as a service (PaaS) supports connected devices that require video capture, security,...
Smoltek AB|Smoltek provides a patented disruptive technology that makes it possible to grow conductive nanostructures on a substrate in a controlled way. The company focuses on nanostructure fabrication technology as a means to solve difficult and challenging engineering material problems. Smoltek currently works alongside researchers and PhD students at the...
Snap|Snap, formerly Snapchat Inc, is a privately owned multinational camera company.Snap is behind Snapchat, a photo messaging app that allows users to take photos, record videos, add text and drawings, and send them to recipients. In 2016, it released Spectacles, video-sharing sunglasses that free the Snapchat app from smartphone cameras.
Snip2Code|"Snip2Code is a web start-up focused on delivering a set of tools for software enterprises and single developers to enhance software development and improve efficiency.
 Through a web portal and a set of software APIs, the software knowledge of the individuals and of the teams, expressed as code snippets used every day in the software application..."
Snjohus Software|Snjohus is a development studio specializing in apps and games for mobile devices. The founders have extensive experience in the game and marketing industry on big projecst and small. Snjohus' aims to be the go-to developer for 3D and entertainment apps in Scandinavia. The company's latest release is Vfit, a virtual private trainer app....
Audiense|Audiense developes delivering unique consumer insight and engagement capabilities to many of the world’s biggest brands and agencies. The Audiense platform delivers consumer insight and engagement through a combination of highly scaleable social data, cognitive science and traditional marketing.  Its solutions enable brands and agencies to build...
SOFIE|SOFIE brings that vision to life by increasing the adoption and application diversity of theranostics by removing the cost and complexity traditionally associated with the technology. With a full line of imaging and radiochemistry systems and a premier radiopharmacy network and contract manufacturing organization to supply novel agents for...
SoHalo|SoHalo is a next generation engagement marketing platform that empowers digital marketers to acquire, engage and convert customers. By motivating, measuring, and rewarding customers’ social and digital actions on Facebook, Twitter and other digital channels, brands can drive up to 10X higher engagement, 2X more revenue per customer, and 8X ROI with...
SpaceCurve|SpaceCurve is a data platform designed for the Internet of Things. The SpaceCurve platform concurrently ingests, fuses and analyzes streaming data from the Internet of Things, Industrial Internet, social media, mobile, weather and other sources with historical data at petabyte scales to allow organizations to continuously create value from data...
Spacebikini|The place where artists can chill, share creativity, and have fun, of course!
SpamLion|"SpamLion makes a server-based, anti-spam solution that uses a unique ""Auto-whiting Listing"" technology, devoid of content filters, black lists, subscriptions or filters to maintain. User access to Quarantine Management as well as Administrative Management is web-based, with no client software to install or maintain. The product protects..."
Sparkcentral|Consumers today engage with brands and companies on social channels by sending tweets and messages stating their customer service needs openly and publicly.  Many companies choose to respond to these consumers via the same channels in order to address their concerns.  The Sparkcentral Platform helps customer support teams manage large volumes of...
Sparq Systems|SPARQ Systems Inc. is the Canadian leader in developing advanced photovoltaic (PV) microinverter products and systems.SPARQ has designed the next generation of smart grid enabled photovoltaic micro-inverter technology, enabling access to the rapidly growing distributed solar market.  This disruptive technology is based on novel power...
Sparrow|Sparrow was an email client for OS X and iOS. After a 4-month beta period, Sparrow went on sale in the Mac App Store on February 9, 2011 and became the top paid and top grossing app in less than one day. On July 20, 2012, the company announced that it had been acquired by Google and was ceasing continued development of the application save critical...
Sparus Software|Sparus Software, a French, Paris-based software ISV, designs, develops and markets EveryWAN Mobility Manager, an innovative software suite which enables enterprises to deploy and manage mobile handheld devices over wireless networks (GPRS/Edge/3G and WiFi) in a cost-effective way, thereby reducing operating expenses.
Spayee|Spayee is an eBook Distribution and a Collaborative Learning Platform enabling education providers to set up their own digital library to distribute & monetize their digital content. Our Html5 based reading platform is quite unique and innovative so while reading any content on our platform student will get all related video/courses (from...
SpeakGlobal|SpeakGlobal: Language learning outside the box with virtual tutors.The time is here to think outside the box in language learning. Millions of Asians need English communication skills to compete globally...SpeakGlobal has an online platform that changes the lives of Asians by expanding their English communication skills, allowing more...
Spectralmind|Spectralmind is an audio intelligence company that changes the way people search for and discover audio content. Traditional keyword search methods make retrieval results dependent on the quality and quantity of existing metadata. As a result, only a small fraction of music catalogs are actually utilized. Spectralmind's audio intelligence...
Spectrum Bridge|Spectrum Bridge is a privately held, telecommunication software company focused on making bandwidth more readily available to enterprises and consumers. The Company's core business is providing greater availability and access to wireless bandwidth and the efficient allocation of spectrum within a wireless network.  The Company creates...
Spensa Technologies|Spensa Technologies is a startup housed in the Purdue Research Park of West Lafayette. The company was founded in 2009 by Johnny Park, president and CEO. Spensa's mission is to design, develop and deliver novel technologies for the agricultural industry that will reduce reliance on manual labor, foster eco-friendly farming and enhance crop...
SpinGo|SpinGo was born out of the frustrations that event makers—planners, producers, marketers—have when creating, managing, and promoting their events. Ticketing should integrate with scheduling. Events shouldn’t be managed with spreadsheets. Marketing doesn’t have to be complicated. We saw the need to simplify the entire event making process and unify...
Spinlister|Spinlister is a marketplace that lets you find the best bikes to rent online, whether from individuals or existing bike rental shops.
Spotcast Inc.|Spotcast has been quietly revolutionizing the mobile local advertising space with the its location based communication and advertising platform that is engaging neighborhoods throughout North America.  Spotcast combines local search, social sharing, and real-time communication in an award winning and hyper-local mobile app that drive real time foot...
SpotlessCity|SpotlessCity is a web-based company that helps people handle all of their dry cleaning and laundry needs online.  The website lets users find every dry cleaner and laundromat in their neighborhood and schedule a free pickup & delivery from the cleaner of their choice.  SpotlessCity works closely with partner cleaners to build-in accurate pickup...
Springpad|Named “One of the 50 Best Apps of 2012 and 2013” by Time Magazine, Springpad is a web and mobile app that helps users get organized, get inspired, and get more done. Springpad lets users create digital notebooks for all kinds of projects and interests, which they can fill with tasks, notes, checklists, products, bookmarks, photos, places and...
Strossle|Strossle is a fast growing media tech company, helping publishers to optimize content distribution. We use machine learning technologies to adapt the user experience based on context and personal interests. It’s Artificial Intelligence for media.Strossle was founded in Sweden in 2013 by a team of entrepreneurs with an extensive media...
Spritz|Reading is inherently time consuming because your eyes have to move from word to word and line to line. Traditional reading also consumes huge amounts of physical space on a page or screen, which limits reading effectiveness on small displays. Scrolling, pinching, and resizing a reading area doesn’t fix the problem and only frustrates people. Now,...
Sprooki|Sprooki connects mobile-enabled shoppers with major retailers, shopping malls and consumer brands across the Asia-Pacific region via a unique and powerful SaaS platform.Sprooki is a location-based marketing and commerce system. With a real-time sales & marketing campaign management engine and custom built white-labeled smartphone apps...
Sproom|Sproom is a business network, bringing together electronic structured exchange of invoices, orders, notifications etc. between buyers and suppliers. The technology brings together the many different national and international carrier networks into one large network and is in contrast to other solutions able to 'translate' an invoice,...
Sproutling|Sproutling makes parenting a little less scary and a lot more fun. We grow your parent IQ through tools that seamlessly fit your life, and provide real time, trustworthy insights about your child. By taking the worry out of parenting, we help you focus on building happy families, and we do it in style, so you don’t have to look like a kid just to...
Spry Hive Industries|Spry Hive Industries builds rich internet, desktop and mobile applications.
Sqrrl|Sqrrl is a Big Data Analytics company that lets organizations pinpoint and react to unusual activity by automatically uncovering hidden connections in their data.  Sqrrl's linked data analysis platform gives analysts a way to visually investigate these connections, allowing them to rapidly understand their surrounding contexts and take action....
SquareOne Mail|SquareOne Mail is stress-free email. We built a mobile app that presorts all of the user's email into a dashboard. Then - like a personal assistant - it lets the user decide which emails they want to be notified about and when. In doing so, we remove the user from information clutter and unscheduled distractions. Our ultimate goal is to...
Sqwiggle|Sqwiggle is a persistent online workplace for your remote team to work together throughout the day.Instantly see and hear other team members with no need to call and share everything important to your work in one beautiful, easy to use web or native app.
StARTinitiative|We are a company that utilizes Street Artist to create limited edition Phone Cases as well as having our own in-house designsThe basis of the company is to provide street artist another platform in which they could make a living as well as providing a means where community service can be done by donating portions of the proceeds to charities....
StackEngine|StackEngine builds software to automate the scaling, resiliency, and deployment of applications, putting the power and control into the hands of developers who know how the application should run, to meet the goals of the business.
Stackify|Stackify offers software developers with solutions to monitor and manage their applications’ performance. It also provides a cloud-based solution that provides insights about the application’s performance.Stackify takes a payment from its customers for the services and solutions it provide.Stackify was founded by Matt Watson in January 2015 and...
Stackpop|Stackpop helps companies find and manage their optimal infrastructure.
Stageit|A front row seat to a backstage experienceâ„¢StageIt is a new, web-based platform created for artists by artists that empowers them to deliver and monetize interactive live experiences directly from their laptop. Offering intimacy and direct interaction with fans, StageIt gives artists the opportunity to offer unique online fan experiences that...
Stamplay|Stamplay is a low code platform that enables organizations to build high value business process spanning multiple cloud services. The platform provides enterprise integration, process automation, and a citizen experience, enabling business users and IT to collaborate in order to build, operate and roll out automations. Stamplay is a 500Startups...
Standard Treasury|Standard Treasury, a YC-backed company, is hoping to make it easier for businesses to deal with their banks through standard APIs that ease transfers and other transactions.The company says that integrating banking services for small businesses and startups is overly complicated. They can end up sending large files over FTP with specs that take...
Standing Cloud|Standing Cloud is a leading provider of cloud application management services, providing a seamless application layer for cloud service providers that makes application deployment and management fast, simple and hassle-free for their customers. Its standard application catalog includes 100 open-source and commercial applications. Its...
StarBlock.com|StarBlock.com provides an entrepreneurial platform for crowd ranking, model validation, and sourcing capital relationships. It is focused on providing and promoting ideas, mentorship, and capital.StarBlock.com has received funds from SEED and other venture companies. It was established in June 2012 by Sean Hughes. StarBlock.com is based in...
StartDate Labs|StartDate Labs, Inc., a development stage company, intends to develop software solutions for job seekers, employers, and recruiting vendors. The company was founded in 2010 and is based in Meridian, New Hampshire.
StashMetrics|StashMetrics is a company making tools to help brands collaborate with the best content creators on line. Its products help brands and agencies to find content creators, collaborate on content production and promote the results through owned and paid channels.
StatSocial|StatSocial is the premier provider of social data, enabling brands and publishers to understand, segment and target their audiences on the web. StatSocial is headquartered in New York City.
Stateless Networks|Performance, Visibility. Simplicity...It's time for a beautiful network. Stateless is transforming network operations for software-centric networking. Tying together deep network understanding with state-of-the-art distributed systems, cloud, data science and gaming expertise, Stateless transforms network visibility, performance and...
StatsMix|StatsMix makes it easy to track and chart all of your important metrics.StatsMix allows customers to quickly track internal metrics with a REST-based API or automatically monitor social media, analytics, support systems, and many more popular services.
Status Overload|Status Overload is a social media application. It offers a browser-based client for Twitter and Facebook, with many advanced features. Messages that are cross-posted from Twitter to Facebook (or Facebook to Twitter) are only displayed as a single item, to avoid re-reading messages. Individual messages that reply to or retweet one another are...
Stellar Biotechnologies|Stellar Biotechnologies, Inc. (OTCQB: SBOTF) (TSX-V: KLH) is the world leader in the development and sustainable manufacture of Keyhole Limpet Hemocyanin (KLH). We serve the growing demand for this essential molecule in pharmaceutical and immunodiagnostic markets.Stellar Biotechnologies is committed to developing novel immune-based products for...
StepsAway|Stepsaway develops an online platform that enables mall-based retailers to create and deliver offers and promotions to smartphones.It offers SA Connect, a solution to communicate with shoppers for regular promotions or flash sales; SAMobile, which connects and engages with customer instantly by delivering offers; and SAWi-Fi, a network that...
SterraClimb|SterraClimb LLC is a Robotics company focused on the development and commercialization of robotic portable load transport equipment to increase delivery safety and efficiency for industry as well as for the consumer.The company's lead product is SterraClimb Industrial, the world’s first robotic motorized stairclimbing handtruck, which...
Stillwater Supercomputing|Stillwater Supercomputing, Inc. designs and markets a compute acceleration platform for computational science and knowledge discovery. The compute accelerator is based on a specialized semiconductor device called the Stillwater Knowledge Processing Unit, or KPU(TM). The KPU provides unmatched price/performance at ultra low power to expand the...
Stipso|Stipso is creative software-as-a-service for visual content marketers and brands. It enables marketers to create and publish interactive Living Infographics, which mash up polls and data visualisation and integrate into the modern marketing tech stack.
Stirplate.io|Stirplate was founded in 2013 by Dr. Keith Gonzales to address the needs of research scientists after years of frustration with poorly designed, difficult to use science software. Stirplate provides a platform that utilizes the power of the cloud to process big data analysis, provide secured cloud storage, and easy project management within the...
Stitch Labs|Stitch is the leading online inventory control solution that simplifies multichannel retail business. It automatically syncs inventory, orders and sales across channels, which provides retailers a holistic understanding of their operations. With Stitch, retailers save time, make better decisions, and grow their businesses. Stitch integrates with...
StitcherAds|StitcherAds is the first social ads optimization platform designed specifically for performance marketers using Facebook & Instagram. StitcherAds helps advertisers create automated, data-fueled campaigns that drive scalable performance online & in-store. Focused on direct response for retail, eCommerce, travel, and real estate, StitcherAds...
StorPool|StorPool is software for distributed data storage.StorPool enables businesses to work with their data reliably and efficiently.StorPool makes shared storage pool out of standard drives (HDDs/SSDs) placed in standard servers. It is like virtual SAN, aggregating the performance AND capacity of all drives into a single pool of storage...
Storenvy|Storenvy is home to emerging brands and authentic goods. It’s a place where you can launch a custom store at your own URL in minutes, and a social Marketplace where you’ll discover amazing things you can’t find anywhere else.  Storenvy is changing the way consumers discover new brands and products by creating a social and community-driven...
Storitz|Disrupting the self-storage lead-gen model, Storitz is the Nation's largest self storage online rental marketplace, with more than 2,000 locations that seamlessly integrate with Storitz software to provide the consumers the ability to find and then rent their self storage units online, 24-7.
Storybricks|"Storybricks is a platform that lets gamer developers add emotions and complex behaviors to game characters.It works alongside game studios to integrate a toolset into online games like MMORPGs.This is what developers are saying: ""Storybricks is important -- perhaps the most important new technology in MMORPG development in many years..."
Straker Translations|Straker Translations is revolutionizing the translation industry by offering fast, efficient and cost effective translations with their unique pay-per-hour translation model, it enables clients to significantly reduce their ongoing translation costs as well as simplifying the translation process.Founded in 1999 by Grant Straker, as a software...
StrataCloud|StrataCloud provides a unified infrastructure management solution for virtual, converged, and cloud environments. It simplifies and automates intelligent, validated decisions that speed deployment, optimize performance, right-size capacity, and increase IT productivity.
Stratus5|Stratus5 offer open source and commercial ISVs and resellers a full-service solution to quickly launch and operate their SaaS business in the cloud, without requiring any capital investment. With the Stratus5 Cloud Business Platform, vendors get a turnkey solution to migrate any web application to a full, end-to-end, SaaS/on-demand business...
Stream Tags|Stream Tags is an app for smart devices that gives the user information on anything in movies. It was founded by 3 friends on June 12th 2012 after being accepted into Startup Reykjavík, Iceland.
Streem|Streem offers unlimited cloud storage for you to store, stream, and share your media.Streem is a magical drive on your device that lives in the cloud and gives you unlimited space. You can put files into Streem, free up space on your computer and mobile devices, and instantly access and share your content anywhere, anytime. Unlike other cloud...
Stremor|Stremor was created to provide technology solutions that enable content platforms to effectively support the evolution of online media towards an array of connected devices and systems. An intelligent content-aware foundation is necessary for the needs of multiple screens in varying contexts and use-cases. To this end, we raised capital at an $8M...
Stretchr|Stretchr is a service layer around a datastore which solves many pain points enterprises encounter when working with unstructured data. It provides a RESTful interface, flexible querying options and nested relations commonly lost when transitioning to a NoSQL environment. Stretchr also implements a full authorization/authentication system...
Strutta|Strutta's industry leading technology connects brands with their target consumers through powerful social promotions. Its do-it-yourself tools allow agencies, brands and developers to easily create and manage interactive contests and sweepstakes. Strutta has powered award-winning promotions for top international agencies, Fortune 500...
StudyCloud|StudyCloud is a course management platform that integrates with the tools that students actually use and boosts teaching productivity by automating course administration.Teach. Learn. Let StudyCloud handle the rest.Our teachers are more productive. Our students are more engaged.
SubHub|SubHub offers a managed and hosted service making it easy for anyone to build and run a money-making content website.There are two key drivers of the SubHub proposition. The first is ease-of-use -- anyone can build and run a content website simply by logging in via their web browser. No technical skill is required. The second is a focus on...
Subarctic Limited|Subarctic is focused on the development of software solutions that enable technology companies to manage their businesses.
SuccessTSM|SuccessTSM LLC provides disaster management solutions to businesses. It offers Maggie Bare Server Restore, a self-contained automated disaster recovery program that rebuilds and maintains a production TSM Server before a disaster occurs. The company offers its products through sales representatives. SuccessTSM was incorporated in 2010 and is based...
SuitMe|SuitMe is an Iceland-based company that develops, produces, and sells web applications for clothing retailers to help increase sales and reduce return rates of sold clothes. It is specialized in intelligent software solutions for online fashion.SuitMe’s aim is to create software that helps people try on clothes online. It was launched in 2014...
Sundance Diagnostics|Sundance Diagnostics is working to develop the world's first genetic safety tests to predict a patient’s risk of antidepressant-induced suicidal thinking or behavior. There is a strong need to make pharmaceutical drugs safer for patients—especially when those drugs have serious side effects and 	are being sold to millions of people. Sundance...
Supportie|Get help from qualified experts in the fields such as Programming, Business Strategy, Marketing and more.
SureVisit|SEO Coach removes the need for prior SEO knowledge or experience when optimising a site. Their patented technology walks users through every step, including automatically selecting the best search topics to focus on, structural and geographic optimisation and most importantly authoring quality, semantically relevant content that will be both of...
Surefire Local|Established in 2009, Surefire Local provides simple, accessible and cost-effective new customer acquisition products and services, helping local business owners live prosperously. Surefire Local has emerged as a top local marketing technology company and a top Google Premier Partner for home improvement businesses, medical practices, and franchise...
SurveySnap|SurveySnap, Inc. designs and develops a mobile application for building surveys. The application enables users to to take photos, notes, sketches, audio/video, and attach them to specific areas a floor plan. It caters to architects, engineers, and real estate developers. SurveySnap, Inc. was founded in 2013 and is based in Columbia, Maryland.
Surveypal|Use Surveypal to design beautiful, cross-device surveys that boost response rates.
SwapBeats|SwapBeats is a web-based, software-as-a-service platform dedicated to music collaboration, creation and commercialization. With the proliferation of inexpensive, professional-quality digital audio workstations (DAWs), talent and connections are the primary remaining bottlenecks in the music monetization process. The Company minimizes these...
Swarm64|Swarm64 (swarm64.com) provides accelerators for relational databases that enable real-time analytics of high velocity data. Swarm64’s team is world-class in delivering FPGA acceleration and real-time database design. Founded in 2013, Swarm64 is backed by leading Norwegian and German venture investors. Swarm64 is a Norwegian company with operations...
Swift Navigation|Swift Navigation provides centimeter-accurate positioning for agriculture, drones, and construction, anywhere on Earth. Our products deliver 100 times better accuracy than the GPS in your cell phone - at a tenth of the price of the competition.  Swift Navigation is enabling a world where fields farm themselves, drones fly safely, and humans lay the...
SwiftKey|SwiftKey is a technology company that aims to enhance interaction between keyboards and people. It upgrades smartphone keyboards to make typing faster, by utilizing artificial intelligence to learn from each user in order to autocorrect and predict their next word. The SwiftKey Keyboard for Android supports more than 80 languages.SwiftKey was...
Swiftype|Founded in 2012, Swiftype’s industry leading search platform delivers accurate, relevant and customizable search results for businesses. Swiftype’s suite of products, Site Search and Enterprise Search, have revolutionized the way people find information across their organization and on public facing websites. Headquartered in San Francisco, the...
Swyzzle|Swyzzle is a platform that delivers multimedia for marketing, lead Generation or eCommerce. Create cool videos that promote your products or services. Add links to additional information, documents or eCommerce shopping carts. Use our analytics to measure success and improve your marketing with every campaign. Using simple multimedia software,...
Synapsify|Synapsify is the developer of CORE,  a content analytical tool powered by machine intelligence and natural language processing, that helps marketers, researchers and insight professionals get to the heart of their customers' stories faster and more accurately by identifying and recommending the content that matters.  Named by Forbes  as one of...
SyncroPhi Systems|SyncroPhi Systems is a medical device company based in Galway, Ireland. The company is dedicated to the development and commercialisation of advanced wireless patient-monitoring systems which support best medical practice in front-line settings. SyncroPhi operates under a ISO 13485:2003 certified Quality Management System.  All products are...
Synesis|Synesis Open Video Analytics Platform enables third party companies to efficiently implement intelligent video surveillance applications in various fields such as security, transportation, retail networks, banking, sports and entertainment using video analytics technologies and cloud computing.Synesis products are based on a patent-pending...
Synference|Synference makes it easy for businesses to use sophisticated predictive analytics techniques to predict the behaviour of individual customers, and to predict the impact of business decisions on a percustomer basis. Their platform also allows businesses to automatically make decisions that optimise the metrics they care about, and provides...
Synker|Ever get tired of receiving notifications from Skype on your mobile phone while chatting on your laptop? With Synker, your many wireless devices can stay connected to avoid repeat notifications.  Now available for Android and iOS. Check out www.synker.it for more info.
Synqera|Emulation of personalized online shopping experience in physical retail stores. Synqera, a retail technology startup, develops big data-driven technologies that bring the personalized online shopping experience to physical retail stores, creating a more compelling in-store experience for consumers and greater customer loyalty and increased...
Syrenaica|Syrenaica is an independent interactive entertainment software company that develops and publishes interactive software globally for several platforms, from desktop computers to mobile devices. We want to bring groundbreaking games through a culture of joy and passion for games, which can be conveyed to both our development teams and our users....
Sysomos|Sysomos offers social media monitoring and analytics products that give corporations, marketers, public relations agencies and advertisers the intelligence and insight needed to make smarter business and strategic decisions.The Sysomos platform brings business intelligence to social media, giving you instant and unlimited access to all social...
T3D Therapeutics|T3D Therapeutics Inc. is a privately-held, Research Triangle Park, NC region-based company incorporated in 2013 as a Delaware C corporation. T3D Therapeutics’ mission, as a pharmaceutical R&D company, is to develop and commercialize T3D-959, potentially an optimal disease remedial therapeutic for the treatment of Alzheimer’s Disease. Unlike...
itsMe!Rocks Inc.|A cross platform Uber-cloud solution where individual biometrics eliminates web site and mobile application reliance on usernames and passwords. Server files and objects BIOENCRYPTED in real time and distributed across the Ubercloud. There has been a global loss of internet privacy, our personal information and data easily be acquired by...
TCAS Online|TCAS Online is the market leader in Ireland for the provision of Student Accommodation Management Systems, with over 65% of the current Irish Student Bed market.Their product has been proven to enable universities, third level institutions and private operators reduce their administrative overheads by over 60%.One way to achieve this is by...
TE2|TE2 was founded by an expert team of innovators who have successfully built category-defining technology companies. Specifically, this team has amassed a significant amount of experience in the mobile, wearable, big data, cloud platforms, and consumer experience space and offers its customers a significant amount of domain expertise as part of each...
TEEspy|TEEspy is a golf social network that runs on FacebookÂ®, providing golfers a one-stop destination for score reporting, golf networking, and instant tee time reservations. Think FacebookÂ® and OpenTableÂ® for golf.The TEEspy FacebookÂ® App integrates with their TEEbox Course Management System, allowing a direct link from course to player. Once a...
TEVIZZ|Imagine you can view the summary of any broadcast content in just one click and without a human intervention. This is what TEVIZZ is doing.Based on proprietary technology in big data, data-mining and vizualisation, TEVIZZ develops automated solutions  to identify and visualize in real-time all relevant social media stories (Twitter, Facebook,...
TIME PLUS Q|Time Plus Q is a mobile gaming company. We develop high-quality social multiplayer games for smartphones and tablets. We have developed and published 4 games and 10 applications with overall downloads of more than 2 million. Our game Draw N Guess has more than 1.5 million downloads.Within the first year of its launch, Draw N Guess has seen more...
TMS NeuroHealth Centers Tysons Corner|TMS NeuroHealth Centers Tysons Corner, LLC owns and operates healthcare centers providing repetitive transcranial magnetic stimulation therapy (TMS) for the treatment of major depressive disorder (MDD) and other neurological diseases. TMS NeuroHealth Centers Tysons Corner, LLC was incorporated in 2011 and is based in McLean, Virginia.
TOMI Environmental Solutions|TOMI Environmental Solutions, Inc. was founded in 2007 by its President and CEO Dr. Halden S. Shane. TOMI produces residential pollution filtration systems, focusing on the scrubbing power of Ozone (O3). Their Deep Cleaning Solutions will  ensure that the residential environment will be almost free of microbial contaminants as long as you...
Torch Leadership Labs|Torch was founded by a team of executive coaches and experienced psychologists who are passionate about helping all professionals perform at their highest level.Torch is on a mission to empower leaders to build high growth, high-performance cultures by building the self-awareness and skills required to manage and lead effectively.Torch is a...
TOSA (Tests On Software Applications)|TOSA (Tests On Software Applications) is a standardized testing system which enables to assess and certify a user's level of proficiency on any software or programming language. TOSA tests are validated by a score comprised between 1 and 1000, which can then be added to any resume or professional online profile (Linkedin, Viadeo...).Our...
TRELYS|Trelys, Inc. operates in the biotechnology sector. The company was incorporated in 2012 and is based in San Francisco, California.
Voice Metrics|Voice Metrics is a software platform that allows businesses to retrieve their KPI's, metrics, and any key business data BY VOICE.  By connecting to cloud apps such as Google Sheets, Slack, Salesforce, or using the VM REST API, businesses no longer have to log into dashboards to retrieve key numbers and updates.  SaaS providers can...
TVShow Time|"Twitch for TV shows.
 Most active and engaged community of TV show fans. TVShow Time is a mobile app (iPhone and Android) that tells TV show fans when their next episode is out.
 People can also comment their episodes with memes created right from the app."
TYFFON|TYFFON develops entertainment apps for mobile devices. ZombieBooth 2, GenderMorph, ScreamFace, NecroFace, HalloweenFace, and After Image Cam are some of the apps developed by the company.TYFFON was founded on November 11, 2011, by Ken Fukazawa and is based in Tokyo, Japan.
Tabletize.com|Tabletize.com (www.tabletize.com) is an online platform to create native mobile application with a WYSIWYG Web editor without writing a single line of code.Tabletize was founded in 2012 by Franco Puppo, Marco Piccardo, Nicolò Cavallo e Fabrizio Preziosi on the belief that the mobile App should be accessible to everyone to develop, create and...
Tablo|Tablo was a tool for teachers to create and share lessons with their students. Teachers create lessons on Tablo using digital tablets. Tablo's software let teachers write, draw, speak, annotate, calculate and interact with digital media as part of these lessons. Students watch these lessons on Tablo's web platform.
Tag'By|Tag’by is a Saas platform to connect stores to social media, by using the power of social recommendation Our solution, which is entirely accessible on the Web,  has been developed from the latest technological advances currently on the market:  Cloud storage, the latest IOS and Android versions,  QR ,  RFID, and NFC codes…All the developments...
Tagasauris, Inc.|Tagasauris is the developer of a patent-pending human-assisted computing platform designed to “teach” computers the content of a picture or video and how that content relates to the rest of the web. This technology quickly and cost effectively turns ordinary (“dumb”) visual content into rich searchable media at web-scale and is already being used...
Talem Health Solutions|With both the need for physical therapy and access to technology growing at staggering rates, the market is ripe for a connected platform which provides individuals with the knowledge and power to manage their own health.Talem Health Solutions is developing software for the creation and sharing of specialized rehabilitative content between patients...
Talkspace|Talkspace is an online therapy startup that offers affordable and confidential therapy with network of professional and licensed therapists wherever and whenever clients need help. Talkspace's mission is to make a billion people happy. With Unlimited Messaging Therapy, users have access to a licensed, professional therapist-- no appointment...
Tamion|Tamion owns and operates several websites.Its main website, www.weezoo.com, is a search engine that matches consumers to service providers.Weezoo users search for services and find providers. They can book appointment with provider or simply fill out quote request and receive quotes from up to 3-4 service providers.Weezoo.com is also a...
Tamra-Tacoma Capital Partners|Tamra-Tacoma Capital Partners is a New York and Dallas-based direct investment arm for single- and multi-family offices with heavy exposure to commodities. TTCP's mandate is the diversification of family office holdings through long-term, contracted cash yields in risk-adjusted renewable energy placements in the United States, Europe and Latin...
Tango Card|Tango Card bundles simple technology, great rewards and expert service to help companies get the most out of their reward programs.Almost every application and SaaS platform we use today has a reward or incentive component.  From rewarding a first money transfer to Singapore to consistently meeting a step goal in your company's wellness...
Tansa Clean|Tansa Clean is cleaning the rivers, lakes, and fields of India, redirecting the stream of human waste into the existing “fleet” of biodigestors, turning what would be harmful waste into clean energy and pathogen-free fertilizer.
TapBookAuthor|Cloud based app-authoring tool provider that is helping publishers create apps for children and education with no help from programmers.Founded in Norway as a separate company in 2012, spun off after product being developed for about 18 months prior to founding. Secured all four largest publishers in Norway as customers in 2013 and looking for...
