|company_name|description
296|Codementor|Codementor provides live 1:1 help for software development.  Weâ€™re making it easy for developers to connect with experts via screen sharing, video and chat.  There are two ways to get help: on-demand live 1:1 expert help, and long-term dedicated mentorship. Build projects faster with on-demand help for topics including Ruby, Python, PHP, JavaScript, CSS/HTML, iOS, Swift and more. Codementor helps you overcome key challenges with timely advice and speeds up your development process.
297|Codeship|Codeship is a hosted Continuous Delivery platform. It helps to release software quickly, automatically and multiple times a day. It shortens the development cycles thus reducing the risk of bugs and increasing innovation. It helps software companies to develop a better product faster by taking care of the testing and release process. Managing your own continuous deployment system takes time, specialized knowledge, custom solutions and dedicated, on-premise infrastructure. Codeship automates software deployment and all the necessary tasks involved with it.
298|Codesign Cooperative|The Codesign Cooperative is for coders and designers to collaborate on software and application development and build innovative viable products and services.We are a community based cooperative where our members can collaborate around projects they choose via a voting process. Members are invited to the CoOp or can apply to be invited and hold equal shareholding and voting rights.â€‹Members collaborate on four types of projects including startupâ€™s, enterprise prototyping, not for profit & community based. In a nutshell the CoOp commercialises side projects for individuals and enterprise organisations that are not structured to do so.The Codesign Cooperative is the first organisation of its kind in the world that benefits its members in the software and application development industry.Experienced coders & designers have great ideas and always have side-projects, yet are not prepared to leave their employment to execute those ideas.Many people have great ideas but either do not know or cannot execute them for various reasons.Young people have great ideas however are vulnerable when it comes to launching a project due to lack of experience.Our community based cooperative joins people together for greater achievements. The Codesign Cooperative is structured as a registered tradingcooperative. It is managed by a Board of Directors on behalf of its members.
299|Codota|Codota is an artificial pair programmer that learns from existing code to help you build software faster and smarter. Codota runs alongside the IDE and uses the learned code models to suggest relevant code. These suggestions save you time searching for references, and help prevent errors.Codota helps you when writing new code by predicting the code that you may need next. Codota helps you when reading and reviewing code by showing you code that applies in similar settings.
300|Cofio Software|"Cofio liberates the IT Department from the pain and cost of the growing product stack in Data Protection, reducing the load on the IT infrastructure, management time, and the cost to the user by over 10X.By unifying numerous data protection tools such as disk and tape backup, CDP, replication, searchable file archive and global deduplication into a single downloadable application, Cofio provides 3 to 6 month payback, significant ROI, and drives high-end ""enterprise class"" features down to the Small Medium Enterprise market. As a truly unified data protection solution, our product AIMstor, allows users to create workflows for all data protection needs, and what would take days or weeks with other vendors, can be done on AIMstor in minutes. For more information, please visit: http://www.cofio.com"
301|Cogent Communications Group|Cogent Communications Group, Inc. is a facilities-based provider of Internet access and Internet Protocol (IP) communications services. Its network is specifically designed and optimized to transmit data using IP. The Company delivers its services primarily to small and medium-sized businesses, communications service providers and other organizations through approximately 21,300 customer connections in North America and Europe. The Company provides its own on-net service at a speed of 100 Megabits per second through its own facilities. Its customers in multi-tenant office buildings are law firms, financial services firms, advertising and marketing firms and other professional services businesses. It also provide on-net Internet access to certain bandwidth-intensive users, such as universities, other Internet service providers (ISPs) and commercial content providers at speeds of up to ten Gigabits per second.
302|CogniK|CogniK was founded in 2009 with a mission to help media brands personalize content discovery for their users. Since our launch, weâ€™ve built a personalized music video application for MTV, weâ€™ve powered an award-winning personalized edutainment TV channel for children, and weâ€™ve designed complex algorithms to identify the emotion, mood and tone in audio streams in order to deliver more meaningful content recommendations. We thrive at the cross section of innovation and user experience. We push boundaries to deliver complex, one-of-a-kind work that yields results.
303|Cognition Therapeutics|Cognition Therapeutics, Inc. is focused on the discovery and development of small molecule therapeutics targeting the toxic proteins that cause the cognitive decline associated with Alzheimer's disease and other degenerative diseases of the human brain. Toxic proteins play a crucial role in a large class of disease targets, and there are currently no therapeutics available to prevent toxic protein accumulation or block their destructive effects. Cognition is founded on the unique combination of biological expertise around these targets, including proprietary assays that emphasize functional responses and proprietary medicinal chemistry that insures novel, high quality small-molecule drug candidates.
304|Cognitive Code|Cognitive Code is a privately-held company specialized in the development and deployment of practical conversational artificial intelligence systems, based on its proprietary patented Silvia technologies.Cognitive Codeâ€™s Silvia technologies is a complete system for the development and deployment of intelligent applications to almost any computing platform or operating system, with a technological core that allows humans to interact with computers in completely natural and intuitive ways. Its applications can be deployed to web servers, desktops, and mobile devices.Cognitive Code was founded in 2007 by Leslie Spring (https://www.crunchbase.com/person/john-albert). It is based in Sherman Oaks, C.A.
305|Cognitive Networks|Cognitive Networks partners with TV set manufacturers to enable content providers, advertisers, and others to provide greater engagement and interactivity to TV programming. Cognitive Networksâ€™ ACR platform makes Smart TVs aware of the programming that they are displaying, enabling transactions, informational requests, or personalization of the viewing experience.Right now Smart TVs do not know what content they are displaying â€“and Broadcasters do not know which TVs are displaying their content.Our core technology enables Smart TVs to become content aware.Our platform creates a network of Broadcasters that know which TVsare displaying their content.
306|Coherent Path|Coherent Pathâ€™s science-driven personalization empowers retailers to build meaningful relationships with their customers â€“ increasing revenue and differentiating their brand today, while maximizing lifetime value. We go far beyond first-generation recommendation tools by helping retailers identify the best path ahead for each customer. Using this groundbreaking approach, retailers of all sizes can personalize the customer journey through any channel with multi-step offers that increase revenue, drive engagement, and inspire loyalty.
307|Coinalytics Co.|Coinalytics is a venture-backed startup based in Palo Alto pursuing the mission of â€œproviding real-time intelligence for decentralized blockchain platformsâ€. Coinalyticsâ€™ unique approach applies advanced machine learning and state-of-the-art distributed systems to cryptographic platforms, enabling enterprises to derive real-time business intelligence and risk assessment from blockchains and decentralized applications. Right at the intersection of the blockchain, Big Data and artificial intelligence, the platform employs advanced pattern recognition methodologies and real-time online learning to mine pseudonymous data with sparse features. Coinalytics has designed its data infrastructure to scale-out and deal with the scope of any decentralized network, providing business and risk intelligence on transactions in real-time, even before getting confirmed by the Bitcoin network.
308|Collaborative Medical Technology|Collaborative Medical Technology Corporation (CMTC) is a health informatics company dedicated to building telehealth and mobile health solutions for hospitals, physicians, specialist, providers, patients/caregivers and payers.CMTC provides a cloud-based platform with secure â€œone-click accessâ€ for cross-enterprise connectivity among healthcare professionals, hospitals & payers anytime, anyplace and in any format to improve, accelerate and expand healthcare delivery locally, regionally and globally.
309|Collaborative Software Initiative|Collaborative Software Initiative (CSI), the company that introduced the market-changing collaborative approach to building and deploying software products at a fraction of the cost of traditional methods, was founded in 2007 by Stuart Cohen, a veteran IT executive and former chief executive officer at the Open Source Development Labs.CSI engages the power of community members, customers and partners to form core teams, providing the technology-enabled, open collaboration venue for subject matter experts and CSI to develop and deliver high value enterprise software with increased business value.  CSI offers the products to a broader base of customers under an open source license or an annual subscription which includes commercial support. The collaborative approach results in more innovative, less expensive, sustainable software products that leverage open standards for community members, customers and partners across the ecosystem.CSI delivers on the promise that collaboration fosters innovation, creating sustainable software products.
310|Collaborne|Collaborne is business execution software for productive organizations. Using our Playbooks, clients connect their people, data, and processes hardwiring their competitive advantage into everything they do.Simple and intuitive, Collaborne is built for business with enterprise-grade infrastructure and security. Accessible from anywhere, anytime, on any device, Collaborne makes work productive, simple, and fun.
311|Collaborne|Collaborne is business execution software for productive organizations. Using our Playbooks, clients connect their people, data, and processes hardwiring their competitive advantage into everything they do.Simple and intuitive, Collaborne is built for business with enterprise-grade infrastructure and security. Accessible from anywhere, anytime, on any device, Collaborne makes work productive, simple, and fun.
312|Collusion|Collusion is transforming tablet computers into everyday productivity tools with its free form, scaleable, real-time collaboration platform.Collusion meets the large and growing demand of consumers and corporations wanting to use tablets as productivity tools, rather than simply content consumption devices. For Collusion meeting this demand is all about solving the problem of collaboration.Today the worldâ€™s most pervasive collaboration, organisation and problem solving tool is still the humble whiteboard. Collusion is realizing the opportunity to help people move on to a technology that is just as intuitive but wholly more powerful.Collusion helps people benefit from new ways of communicating, presenting and working together with a technology that acts as the glue of a project. Helping its members keep momentum and get results through timely connections and easy collaboration all made possible by a smart use of high performance cloud technology and mobile devices.
313|ComCrowd|www.ComCrowd.comComCrowd is a business platform which simplifies IT solution sales and acquisition for companies and freelance contractors. The site allows buyers and sellers to FREELY collaborate, hence is opening access to its private beta site for a handful TechCrunch readers.Currently most platforms like Elance and Odesk cater to IT services & freelancers. The ComCrowd difference is that it bridges the gap for Companies, Enterprise IT products along with combination of IT services helping both freelancers and Companies. Considering Software services can be performed quite easily, buyers today prefer associating with sellers having readymade enterprise products/frameworks along with experience in services specializing in their market/ industry segment. The FREE platform allows buyers and sellers to 1. post/ access projects, 2 upload profile, products, services3. create preferred vendor groups4. Create and track milestones5. With a secure online escrow transaction system which ties payments to milestones.
314|Comeet|Comeet was founded in 2013 to bring modern collaboration and workflow tools to help high-growth companies build their global teams. Comeet's investors include David Cao VP, former HR, Global Operations at Alibaba Group; David Windley, former Chief People Officer at Yahoo! & current President at IQ Talent Partners, and Ken Goldman, Yahoo!â€™s CFO.Initial launch in early 2015 was focused on Israel, where it has become the fastest growing recruiting software solution and the system of choice for Israeli tech companies. More than 100 companies, including Fiverr, Playtika, Playbuzz and AppsFlyer have chosen or switched to Comeet to build their global teams. Today, Comeet is expanding globally also through global strategic partnerships with leading international brands who will introduce and champion Comeet to their networks.Comeet offers a cloud-based collaborative recruiting platform that feels like user-friendly consumer software. It provides structured and streamlined processes to enable companies to make better hires, faster. For this, Comeet was recognized in 2015 for its product design by winning a UX Award (â€œUxieâ€) for user experience excellence. Comeet requires little to no training. Because it is so easy to use, the system boasts a very high participation rate of non-HR members per recruiter, making the platform not only collaborative in theory but also in practice. Comeet is an UpWest Labs graduate with offices in Palo Alto and Tel Aviv.
315|CommunityForce|CommunityForce, Inc. is a global technology company that offers a full range of service modules to manage every aspect of business operations for philanthropic organizations, educational institutions, associations and other non-profit organizations. CommunityForceâ€™s solutions offer the next generation of data capture and business intelligence in a fully automated platform to reduce cost and improve efficiency.
316|Compass Quality Insight Inc.|Compass Quality Insights, Inc. is founded on a simple mission: to build technology that helps people be smarter testers. Compassâ€™ flagship testing product, Compass Profiler, delivers the analytics that QA teams need in order to move faster and release with higher confidence. Founded in 2012, Compass Quality Insights is backed by Bain Capital Ventures and XSeed Capital and is based in San Francisco.
317|Complexa|Complexa, Inc. is a clinical stage platform biopharmaceutical company researching and developing endogenous human cell signaling technologies targeting an array of prevalent inflammatory, fibrotic, and CNS diseases. The company's proprietary technology involves the synthesis and therapeutic applications of endogenous nitro-fatty acids (NFAs) and additional structure/function-related mediators that are designed to treat various diseases. NFAs are cell signaling agents that regulate major inflammatory signaling pathways (e.g., Nrf2, NFkB and HSF). Capitalizing on their identification and synthesis of these endogenous signaling mediators, Complexa's technologies act to amplify the existing anti-inflammatory and metabolic signaling mechanisms that promote the resolution and repair of acute and chronic tissue injury and disease.
318|Comprehend Systems|Comprehend is a technology company with a new class of cloud software to help Clinical Operations continuously improve the speed, efficiency and quality of clinical trials across its portfolio of studies. For the first time, teams are given a single system with powerful data aggregation, monitoring, collaboration and analytic capabilities to actively manage enrollment funnels, patient compliance, data quality and site productivity across systems, studies and sites. The Continuous Quality Solution (CQS) goes beyond traditional site monitoring, giving ClinOps teams and executives portfolio monitoring on their key performance and risk indicators to significantly lower the cost, time and risk to deliver milestones on-time.  The most demanding life sciences companies including Merck, AstraZeneca and Astellas, as well as ClinOps innovators such as bluebird bio and Jazz Pharmaceuticals, trust Comprehend CQS to provide the confidence necessary to deliver high-quality clinical trial submissions at a new speed.Comprehend: the speed to quality results. Visit Comprehend at www.comprehend.com.
319|ConCloud|ConCloud is an innovative address book application for smartphones â€“ if one your friends or colleagues changes his contact information, your CC address book is automatically updated. ConCloud revolutionizes the management of contact data and solves the problem of outdated/lost contacts.- Up-to-date contact data of all contacts without any effort required from the user- Exchange of CC-PINs to connect with contacts - for quicker, more efficient networking- Qualitative independent network - our users have full control over who can access their contact data and vice-versasimple. self-updating. contacts.
320|Conceptua Math|Conceptua Math, LLC develops and offers mathematics software to help teachers and students to understand fractions. It offers Conceptua Fractions, an online curriculum that includes units and lessons, formative assessment, and progress monitoring solutions; and free fractions tools for teachers. The company also provides implementation services that include technical assistance, curriculum integration, and teacher training; support for workshops and institutes; and interactive support for essential strategies. Conceptua Math, LLC was formerly known as Conceptua Calculations, LLC. The company was founded in 2009 and is based in Petaluma, California. It has operations in Griffin, Georgia.
321|ConcernTrak|ConcernTrak is an enterprise traceability platform that unites a companyÃ¢â‚¬â„¢s shipments, data, and records in one place.Companies today struggle with tracking their product and preventing recalls due to lack of traceability systems. With over 405 recalls in this year alone, Congress has declared a law for food companies to have a traceability solution in place. This has left many companies, including the likes of Kroger and Costco, to seek out a solution.ConcernTrak offers companies a turn-key web service to comply with the law. ConcernTrak has developed a revolutionary shipment tracking system that instantly traces food products back to the farm and provides data-rich visuals to measure the strength of the market in real-time. Traditional traceability models only track unchanged products like produce. ConcernTrakÃ¢â‚¬â„¢s patented composite traceability model can also track components of finished products.
322|Concurix Corporation|Concurix is the only semantic profiler and monitor for Node.js. applications.The are focused on not only notifying users of a problem, but make diagnosing that problem easier for a lower price. Their Node.js profiler traces, visualizes, and pinpoints line-by-line software bottlenecks in Node.js applications. Concurix's tracer also performs monitoring for Node.js applications at the system level as well as at the function level over time.
323|Connect Financial Software Solutions|Connect Financial Software Solutions, LLC was formed to engage in developing, operating and managing software solutions for their clients. ConnectÃ¢â‚¬â„¢s primary product is a leading edge Online Banking solution. ConnectÃ¢â‚¬â„¢s solutions tend to be niche applications that address specific needs for your organization. ConnectÃ¢â‚¬â„¢s philosophy is to operate with a cooperative spirit and grow through partnering with progressive organizations in the financial industry. Connect is a customer-centric organization that continuously strives to provide itÃ¢â‚¬â„¢s Clients with great products at a reasonable price.
324|ConnectNigeria.com|ConnectNigeria.com helps you find everything you need, all in one place.The portal aims to become the home of the most relevant and reliable information about Nigeria and to make information easy to find, easy to use.ConnectNigeria.com makes information easily accessible for everyone. It provides the fastest, easiest and most innovative way for you to find information about businesses, real estate, automobiles, jobs, events, travel, sports, entertainment, health, education, technology and lots more.ConnectNigeria.com is born out of NextDaySite.com's desire to expose Nigeria's businesses and information - thereby connecting Nigeria to the world and the world to Nigeria!At ConnectNigeria, they've embarked on an ambitious and exciting plan to organize all of Nigeria's information in one place.
325|Content Savvy|Content Savvy offers business solutions that harness Big Data based on large-volume multilingual content analytics.Global content sources include news, social media, government and regulatory data in languages including English, Chinese and Russian. Our affordable solutions are targeted towards customers requiring global situational awareness, whether for competitive intelligence, opportunity analysis, media monitoring, or other purposes. We offer hosted and in-house standalone solutions as well as connectors to commonly used business portals. Our proprietary content analysis technology was developed over a decade of government and private R&D activity.
326|ContentDJ|ContentDJ is the Hootsuite for content curators. We help small businesses, startups and marketers identify quality niche content to publish to social media sites.Social media marketing is about sharing quality content to build trust. However, with existing solutions, it takes on average 6 hours to do social media marketing. With ContentDJ, our customers can cut the time required down to tens of minutes.Identify Quality ContentContentDJ scans and scores millions of content online. Our sophisticated algorithm saves you time and helps you fight information overload. Social Media Editorial Calendar*ContentDJ has the only editorial calendar that works with Wordpress and social media sites. - Content suggestion.- Drag and drop to schedule.- Integrate with Twitter, Facebook, Linkedin, Wordpress and more.- Gain insights with analytics.Now, you can keep publishing awesome content that your customers love.Who can use ContentDJ? And how can ContentDJ help?- Community managers: Save 90% time on finding and publishing quality content on social media.- Bloggers: Source trending content on social media and be the first to publish great articles.- Startups: Focus on building your product. Let ContentDJ help you manage your social media presence- Small business owners: Drive more leads to your website.
327|Contestomatik|Contest-o-Matik is a new contest platform for small business, brands and agencies creating engagement through exciting user experience. Thanks to its Mobile App & Integration, Microsite and Facebook Apps, Contest-o-Matik is building a strong gamification based community where end users can play and win... Contest-o-Matik offers a unique model of user engagement.
328|Converser|Founded in 2011 in Dublin, Ireland, Converser is a mobile app CRM that offers in-app marketing & analytics to help you communicate with your users, transform them into loyal customers, drive revenue and increase the success of your mobile app marketing. With Converser, you can view detailed app user insights, create beautiful, personalised in-app marketing and customer service messages that work on both iOS and Android devices, segment audiences and use behavioural targeting to help you send the right message to the right user at the right time. Converser also helps you put customer feedback at the heart of your app's development with in-app feedback messaging. Interested in learning more about Converser? Visit: www.converser.io
329|Conversion Logic|Conversion Logic delivers attribution, evolved: a cross-channel measurement platform that combines cloud analytics and machine learning for enterprise marketers. Built from the ground up for agility, innovation, and speed, Conversion Logic translates the most sophisticated data science on the market into clear, actionable insights across the customer journey. With media agnostic, real-time analytics and optimization, clients reduce friction, adapt, and realize value more quickly than ever before. Meet attribution, evolved, at www.conversionlogic.com.
330|Cool Earth Solar|Cool Earth Solar is a privately held, well-funded solar company based in Livermore, CA. The company will develop and own solar power plants utilizing our own proprietary concentrated photovoltaic (CPV) technology. We are pursuing the rapid deployment of our technology which radically reduces the material, weight and cost of concentrating photovoltaic power plants. By solving the economics of solar energy, Cool Earth Solar is driving down costs and making solar a mainstream reality. Currently in pilot production, the Company plans to reach high-volume capacity in 2008. coolearth develops and owns solar power plants utilizing our own proprietary concentrated photovoltaic (CPV) technology. coolearth has engineered a cost efficient power plant that competes economically with conventional fuels.via: coolearth
331|Cooolio Online|Cooolio is an online portfolio company based in Indiaâ€™s Silicon Valley, Bangalore. Cooolio innovates, conceptualizes and develops new age web and mobile based technology applications. Revolutionary products are built with an aim to take the web and mobile experience to new dimensions with the underlying motive of being amazingly simple yet highly functional. Cooolio will be launching products within highly engaging verticals like Entertainment, Sport, Travel and Education and this is outlined to be the companyâ€™s entry strategy into the Online Media space. While products will cater to global audiences, Cooolio will focus primarily on an Asia Pacific presence trying to capitalize on the growth and scale within. Cooolio has also opened up its experienced back end to service to third party companies. Research, Consulting, Design, Development, Ad Serving and Ad Operations are some of the services available to third party online businesses.
332|CopaCast|CopaCast is an advertising solution provider leveraging Rich Social Media Data coupled with overall Internet User Data to drive most relevant advertising across the Internet and various mediums.We allow brands to connect to brand influencers utilizing our HyperSense platform which utilizes predictive HyperTargeting based ad models.  Our HyperInSight audience brand value reports allow publishers to have intelligent insight on a per-user at per-brand level granularity for ad revenue potentials and future trends of publishers audience members.Our solution allows publishers to gain premium CPMs (pCPMs) and better sell-thrus at the same with much deeper understanding of their audience base.We assist marketers with higher ROI and a more precise demographic audience for their campaigns.Our Artificial Intelligence (AI) based platform is the most flexible and robust platform with over 2+ years of with 30+ developers/engineers headed by Yahoo and Google online advertising veterans to bring to life.CopaCast delivers ROI lifts from 3-5X plus and Engagement lifts of 2-5x!  CopaCast is a proactive, predictive, and high performance based emerging advertising solution for the ad ecosystem!
333|CopyRightNow|The web can be a dangerous place. Distributing your content is easy, but controlling how others use it is not.CopyRightNow is changing all that by giving you the power to protect your work right from inside your favorite apps. The process is fast and easy, integrating seamlessly into your workflow and giving you the protection you need without getting in your way.
334|Coralogix|"Coralogix is a log analytics SaaS platform that drastically improves the delivery and maintenance process for software providers.
Using proprietary machine learning algorithms, Coralogix helps businesses reduce issue resolution time, deliver higher quality versions, improve customer satisfaction and decrease maintenance costs.Coralogix - Logs in Action"
335|Coralogix|"Coralogix is a log analytics SaaS platform that drastically improves the delivery and maintenance process for software providers.
Using proprietary machine learning algorithms, Coralogix helps businesses reduce issue resolution time, deliver higher quality versions, improve customer satisfaction and decrease maintenance costs.Coralogix - Logs in Action"
336|Cortica|"Cortica is an Israeli company founded in 2007 with leading AI technology for visual perception. Its unique self-learning technology, backed by more than 200 patents, allows Cortica to develop multiple products that can read and understand images on a human levelÂ­â€“thereby significantly exceeding the capabilities of the major tech companies. Cortica is the first AI company capable of human-level image understanding. Even the most advanced technology has never been able to understand the visual world as well as people do - until now. By leveraging proprietary brain research to create unsupervised AI, Cortica has developed the most effective computer vision system. This technology, based upon the mammal cortex is utilized to build products impacting many industries. The companyâ€™s mission is to lead the emerging AI market with a strong focus on computer vision and establish its ""universal visual index of the world"" as the global standardÂ­Â­â€“enabling machines to read and understand images. Cortica's vision is to embed its capabilities in all next-generation platforms where understanding images is a critical task. This includes autonomous vehicles, smart city applications, security cameras, drones, media, robotics, and medical image analysis. Cortica's headquarters and R&D center are based in Israel employing over 80 leading AI researchers and veterans of elite Israeli military intelligence units."
337|Cortrium|Cortrium is in the business of manufacturing wearable vital sign sensors and analytics. The company has acquired the CE-marking, class IIa, as a manufacturer of ECG devices including the quality management standard ISO 13485. Cortrium has the C3 Holter Monitor as the first product. Next steps are introducÃ­ng wearable sensor technologies across multiple disease area and linking them with a sophisticated patient and physician facing software platform.
338|CosmEthics|CosmEthics educates consumers about cosmetic ingredient safety, and suggests healthy alternative products by referencing medical research data. Consumers have very few methods to determine if a product is safe. The CosmEthics app allows users to scan the productâ€™s bar code, and cross-references it with undesirable ingredients or allergens. Thus users can quickly assess the productâ€™s health hazards, with a toxicity screening of INCI ingredients.
339|Countercepts|Most of our key management team is in place, however, we continue to seek out visionary individuals with special skills that can hit the ground running leading small teams to accomplish big projects. Based on customer feedback, we are in development of EVE EMC v2 and a complementary solution that will allow us penetration into more markets; EVE Safety Management System (EVE SMS).
340|Cour Pharmaceuticals Development|Cour Pharmaceuticals Development Co Inc operates in the pharmaceutical sector. Cour Pharmaceuticals Development Co Inc was founded in 2012 and is based in Elmhurst, Illinois.
341|CourseHorse|CourseHorse makes it easier to find, compare and enroll in all sorts of amazing local classes - from cooking, art and yoga, to design, finance and more.Through learning we excite our mind, explore our soul, connect with other people and discover the world. CourseHorse centralizes and curates learning opportunities to increase ease and...
342|CourseNetworking|CourseNetworking, LLC develops CN, an online tool for educators and students throughout the world to post and share information and educational materials through posting, and other communication and collaboration tools, as well as collaborate on homework and socialize with their worldwide connections. The company was founded in 2011 and is based in...
343|Courtagen Life Sciences|Courtagen Life Sciences is a privately held life science company that provides innovative proteomic and genomic products and services to the Life Sciences industry.Founded by innovators in next-generation sequencing (NGS), genetics, molecular biology, and information science, our company deliver tools that enable researchers and clinicians to...
344|Covaron Advanced Materials|Covaron Advanced Materials introduces a truly disruptive chemistry: thermosetting ceramics.Based on this patent pending technology, PETRAFORGEâ„¢ thermosetting ceramics combine high-performance physical properties comparable to traditional advanced ceramics with the ease of fabrication similar to two-part thermoset polymers.
345|Coversant, Inc.|Coversant gives you, for the first time, the ability to connect your things with the same security and privacy that the United States Department of Defense mandates and uses to connect its things.Coversant allows any protocol on any platform from any provider to federate, communicate and be controlled by anything that YOU say can.  It does not...
346|Coworks|Coworks is an online community of freelancers that offers app design, web design, and content services. It was launched on September 1, 2009 in Stockholm, United States.
347|Credit Coach|Credit Coach reviews your credit report to find errors and correct them for you, while optimizing your credit score for the least time and money.
348|Crono|Crono develops software products to help people manage their time.  Their first product, Schedit, focuses on improving scheduling for meetings.
349|Cross Current|CrossCurrent Business Analytics, LLC, doing business as Cross Current Corporation, provides custom software development and systems integration solutions. It analyzes, designs, develops, deploys, and integrates enterprise systems in e-business and e-government. The company also designs, develops, implements, integrates, and supports criminal...
350|Crowd Analyzer|The 1st fully automated social web monitoring platform that support Arabic language with it's different dialects as well as supporting English. The innovation comes from the ability to automatically understands Arabic text in terms of relevance, dialect and sentiment.
351|Crowd Cast|Crowd Cast, Ltd. is a Tokyo based Fintech startup. Our vision is to enable cashless for the SME (Small and Medium-sized Enterprise) space that opens up a huge opportunity here in Japan. Staple and Staple Card is spend management solution to simplify payment process between company and employees. It includes award-winning apps and GPR (general...
352|CrowdEngineering|CrowdEngineering builds Social CRM solutions empowering companies to turn the force of their crowds (customers, employees & partners) into business advantage.Built upon our patented â€œsmartâ€ system, our software is powered by CrowdForceâ„¢: a platform to listen, engage, enlist & learn from crowds; and which delivers a robust capability for...
353|CrowdFeed|CrowdFeed is the ultimate concert companion app.During concerts and festivals, we allow attendees to easily get real-time information (like what song is playing right now), follow artists across all social networks, share photos & updates, browse a feed of what everyone there is posting, buy music & merchandise, and make new friends....
354|CrowdPC|CrowdPC is a Nashville, Tennessee based company revolutionizing small business computing with its inexpensive next-generation wireless computing platform.The CrowdPC platform consists of an on-site wireless computer, a suite of business software applications, and an online data center, all working together to simplify and empower small business...
355|CrowdSling|CrowdSling organizes argument and helps users build a consensus. Our goal is to become the world's largest collection of opinions so people can build trusted and validated decisions.This is a new tool for collaboratively organizing and weighing arguments around complex issues that matter most to you. With voting and sorting you are...
356|CrowdStreet|CrowdStreet is the premium provider of online commercial real estate investment offerings, technology and services in the country. Our innovative platform is giving more than 100,000 investors direct access to a broad range of institutional quality assets to diversify their portfolios. And more than 215 large commercial real estate developers and...
357|Crowdpac|Crowdpac is the first crowdfunding platform designed for politics - helping candidates, organizations and ordinary citizens fund the change they want to see. We use the best technology and objective data to boost political participation, helping citizens to vote, by understanding the candidates on their ballot; to fund political change through...
358|Crunched|Crunched is a presentation and analytics platform that helps business professionals close more deals with deeper insights into their customers.  Crunched shows you who your most valuable customers are so you can prioritize the right people at the right time with the right solution.
359|CryptoSeal|CryptoSeal provides Virtual Private Networks (VPNs) as a service.
360|CubeTree|"CubeTree offers a full-featured enterprise collaboration suite built on an enterprise social networking platform. 
Companies can create private, secure enterprise social networks using CubeTree. By leveraging features which people already use in the consumer world Ã¢â‚¬â€œ like user profiles, micro-blogging, follow/following news feeds and groups..."
361|Cubilog|Cubilog is an end to end home automation platform to give total control to the user over any smart or even wired home device. Cubilog is able to integrate all existing protocols and devices into one easy-to-use cloud based software with a cross platform user interface. The modular hardware covers all existing communication protocols for easy device...
362|Cubresa|Cubresa provides planar gamma and SPECT imaging solutions for the diagnostic, surgical and pre-clinical imaging marketplace.We are focused on serving our diverse range of customers -hospitals, medical imaging system providers, laboratory system providers, and scientists.We supply our products on OEM, Custom and End Market basis.  We do not...
363|Cuipo|One square meter of rainforest equals one monkey, ten plants, and hundreds of insects. Every second 4000 square meters, the size of a football field are destroyed. What if there was a way they could prevent that? Cuipo has found the solution. Why not buy thousands of hectares and give individuals the opportunity to make a difference by saving...
364|Cultivate IT Solutions & Management Pvt. Ltd.|Cultivate is an IT Consulting and Solutions Company that provides end-to-end software development, design and consulting services to a wide range of customers. We work in a close collaboration with our clients to provide bespoke IT solutions to their business problems. Founded in 2009, Cultivate offers flexible IT support, professional IT...
365|CultureIQ|CultureIQ provides culture management software and services to help organizations measure, understand, and strengthen their company culture. CultureIQ was developed with the goal of giving every employee a voice and providing organizations the tools to listen. With customizable surveys, actionable insights, reporting tools, and data-driven...
366|Curalate|Curalate connects moments of discovery to commerce. By creating a compelling commerce experience that adapts to how your consumer discovers your products, Curalate enables a seamless transition between off-site discovery and on-site conversion. Hundreds of the worldâ€™s leading brands, including Gap, Neiman Marcus, Sephora, Better Homes & Gardens...
367|Curiously|Reimagined dating for music lovers. Curiously is reinventing online dating by bringingpeople together through their shared love of music. Meet interesting people through your shared love for music.
368|Curis|Curis is a drug development company that is committed to leveraging its innovative signaling pathway drug technologies to seek to create new targeted small molecule drug candidates for cancer. In expanding its drug development efforts in the field of cancer through its proprietary targeted cancer programs, Curis is building upon its previous...
369|Curiyo|Curiyo automatically enhances the story behind publishers' content and keeps users entertained, informed and on the site.
370|Currently|Currently creates vibrant communities for outdoor enthusiasts. Currently organizes your social media around everything you find fun, fulfilling, and interesting. We transform your genuine interests into new social circles with the like-minded. There is no profile to fill out when joining. Thereâ€™s just communities based on your interests. All...
371|CustomerAdvocacy.com|CustomerAdvocacy.com is a gamification enabled Advocate Engagement Platform delivered as Software as a Service ( SaaS )You can identify, engage and motivate your customers to promote your products and services through this gamified advocacy platform.The platform is used by B2B considered purchase firms to drive customer participation in...
372|Cutanea Life Sciences|Cutanea Life Sciences, Inc., a development stage specialty pharmaceutical company, focuses on in-licensing and developing therapeutics for the treatment of dermatological conditions. The companyâ€™s lead product candidate is omiganan (CLS001) for which it is preparing to initiate a Phase III clinical study for the treatment of rosacea, as well as...
373|CybEye|Cybeye, Inc. operates a personal Web portal with social networking services allowing members to set up personal profiles that are shared by other members and visitors online. The company also allows users to find and expand network of friends. It serves domain owners and domain followers, including Internet marketers and corporate PR/marketing...
374|CyberFlow Analytics|CyberFlow Analytics develops FlowScape software that delivers continuous cyber security threat assessment and monitoring at scale using unsupervised machine learning and behavioral analytics. CyberFlow technology is focused on detection of Advanced Persistent Threats (APTs) and cyber breaches for the enterprise security market and the Industrial...
