McGinley Orthopaedic Innovations|McGinley Orthopaedic Innovations, LLC was incorporated in 2012 and is based in Casper, Wyoming.
MdotLabs|Providing advertising campaign protection and optimization for brands and agencies.
Meaningo|Meaningo Provides Data Science Services using a SAAS model, in different domains for challenging problems with valuable solutions. Two examples of our services: YouTube Ad Optimization Service: Optimize YouTube video marketing campaigns by targeting placements that will increase the ad performance significantly (Higher Click through Rate &...
Measurabl|Measurabl is sustainability, solved. With automatic data import technology, step-by-step reporting, and powerful data analytics, Measurabl makes it possible for any company to measure, manage and act on sustainability performance.
Med Access|Med Access, Inc. designs, builds, and supports electronic medical records system for family physicians, specialists, and healthcare professionals in Canada. The company offers Web-based electronic medical record system software for linking patients, physicians, hospitals, healthcare service providers, and health regions. It also provides Rise...
MedStatix|"MedStatix, Inc: 
Transforming the patient and provider relationship through predictive analyticsTheir vision at MedStatix is to strengthen the patient-provider relationship in order to promote higher engagement, increased understanding, better outcomes, and lower costs. Their unique approach involves specialty-specific surveys and a partnership..."
MedWhat|MedWhat is a medical artificial intelligence company developing medical cognitive computing, deep learning, machine learning, natural language processing and personalized medicine. MedWhat is building a unified algorithmic architecture to achieve human-level intelligence in medicine. The team is made of a group of doctors, data scientist, A.I. PhDs...
Medalogix|Medalogix is a health data analytics firm that specializes in the accurate assessment of readmission risk of patients in home health or skilled nursing facilities.  Our clients receive daily risk analysis in order that they may make better clinical resource deployment decisions with the end goal being to reduce the rate of rehospitalization among...
MediConecta|MediConecta is the first and largest telehealth company in Latin America.
Medisafe|Medisafe is the leading digital patient engagement platform, empowering patients to stay on top of all their medications. Medisafe's award-winning approach leverages the billions of data points collected to personalize patient engagement and improve adherence and persistence to medications.By addressing the major challenges of medication...
Agritek Holdings Inc|Agritek Holdings, Inc., a fully reporting Company and pioneer within the medicinal marijuana space, provides innovative patient and agricultural solutions and seeks to be the leader in Compassionate Care Technology for the medicinal marijuana industry. Agritek Holdings provides real estate management and health and wellness product lines including...
(mt) Media Temple|(mt) Media Temple  Ventures is the investment arm of (mt) Media Temple.   In 2007, Media Temple began making investments and acquisitions in ideas that were relevant to their brand and service vision.
Medimetrix Solutions Exchange|Medimetrix Solutions EXchange, LLC operates MX.COM, an online performance management solutions platform and marketplace for the exchange of peer-to-peer intellectual property. Its MX.COM is used by hospitals, healthcare systems, and physician practices to research, locate, search, preview, and review free or licensed management solutions, as well...
Meditech Solution|Meditech makes SenzE, an eye-tracking communication device to assist people with disabilities. It received THB 5 million ($160,000), with InVent taking a 30 percent stake.
MeeDoc|We make the lives of doctors and patients easier by connecting them directly via smartphones.For doctors: What if you had a your entire clinic with you on the go? What if you could choose your own working hours matching your lifestyle? Meedoc provides a full turnkey virtual clinic with scheduling, billing, EMR and communications directly...
Meebo|Meebo is a consumer internet company that offers an advertising-supported embedded social media platform to develop products for enhancing user engagement across the web. The company’s flagship product, the Meebo Bar, is a solution integrated into websites that provides publishers and advertisers a way to leverage audience by weaving content...
Meedor|"Meedor is short for ""Meet Vendors"" and that is exactly what it is all about - Meeting other Vendors. It is a social business network for small and medium enterprises, bringing them helpful tools, apps and network features.It is free and easy to use. Approximately 90% of all businesses are micro-businesses with fewer then 10..."
Meekan|Meekan builds a robot assistant. You communicate with him through your team’s Instant messenger (Slack, HipChat) in plain English, and ask him to perform tasks. Connected to your calendar, robot learns your past (habits) and future engagements. This way he can proactively point out problems and offer great just-in-time solutions.
MegaHoot, LLC|MegaHoot is a technology Company that was restructured to focus on secure private collaboration platforms for business and personal use, incorporating ephemeral messaging, high security, use of cryptography and secure mobility. in 2018 a digital vault will be launched for highly secure holding of various cryptocurrencies, loyalty tokens and...
MelStevia Inc|MelStevia is a new entry in the USA that specializes in natural and organic functional food products. Offering easy access to high quality, competitively priced choices that are both environmentally friendly and socially responsible. MelStevia seeks to lead the way in bringing healthy lifestyle to its customers.
Meldium|Meldium was founded in 2012 with the mission to make it simple and safe for companies and teams of all sizes to use modern web applications. Meldium automates away the tedious, error-prone, and insecure parts of account management so you can do more work with less IT.
Meludia|Meludia is a fun and intuitive web application to learn music through emotions and understand musical compositions.  They remove the drudgery of standard music lessons and provide an easy way to learn:- how to play an instrument by ear- get more pleasure out of listening- and have the confidence to create and interpret musicMusic schools...
MemSQL|MemSQL envisions a world of adaptable databases and flexible data workloads - your data anywhere in real time. Today, global enterprises use MemSQL as a real-time data warehouse to cost-effectively ingest data and produce industry-leading time to insight. MemSQL works as a managed service, in any cloud, or on-premises environment. For more...
MemberPlanet|MemberPlanet is a web-based company providing groups a free portal to manage their communication, financial, and administrative needs.
Meme Apps|Meme Apps is a software development company that has recently launched Meme IDE, a cross platform development environment for mobile application developers. Meme IDE was introduced in May 2011 as a beta version still under development.Meme IDE is one of several cross platform integrated development environments allowing application developers...
Memeoirs|Memeoirs is a web app which allows people to effortlessly create a gorgeous book containing their e-mails, in a mostly automatic fashion. All the user needs to do is to decide on a time period, and on which contacts to include. Of course they also get to have fun customizing their book.Memeoirs takes communication very seriously and...
MemoryMerge|MemoryMerge is an online service provider that enables its users to collect photos from guests’ cameras at functions, while keeping them private. It was established in 2010 by Oli Wood and James Rutherford.MemoryMerge is based in Newcastle upon Tyne, United Kingdom.
MenoGeniX|MenoGeniX, Inc., a clinical stage biotechnology company, focuses on the development of drugs for menopause and the menopause-like symptoms that occur in breast and prostate cancer patients. The company was founded in 2010 and is based in Aurora, Colorado.
Meograph, Inc|Meograph, Inc, makes world class media creation products which push technical boundaries and delight consumers.
MeraJob India|MeraJob is India’s 1st Pre Screening Company, specialising in lower-end and mass hiring. Our job portal services remove 90% of the trouble of traditional recruitment, by delivering unbeatable results using cutting-edge behavioural data analytics and matching algorithms. Since launching in 2012 we have constantly expanded our user base to...
Mercury Continuity|Mercury Continuity’s mission is to provide corporate and government institutions with scalable and reliable communications solutions that ensure network connectivity and therefore business continuity throughout a catastrophe or other IT disruption. Mercury Continuity (MC) offers innovative solutions which raise the standard for network and...
Meridian|"Meridian Apps, Inc. (""Meridian"") is an enterprise mobile software company for location-based businesses. Retailers, hospitals, museums, subways, corporate campuses and other venues use the Meridian's platform to build indoor-GPS apps to engage with their visitors. Customers include Macy's, New York City subway system,..."
Meridian-IQ|"Meridian-IQ's next generation sales and marketing workflow engine now incorporates the deepest and most accurate advisor database, including deep data from S&P Capital IQ on Registered Investment Advisers (RIAs) and Broker-Dealers (BDs) from the directories formerly known as the ""Blue Book"" and ""Red Book"", which lever..."
MesoCoat|MesoCoat, Inc. is a new start-up company that is currently involved in the development of coatings for applications ranging from high-end aerospace applications to coatings for infrastructure such as roads and bridges.
Messagemind|Serving a growing list of global 2000 enterprises, Messagemind is a corporate social intelligence company that provides cutting-edge technology solutions for companies and executives. Messagemind allows companies to tap their entire relationship network and cut through the noise, enhancing performance, increasing access to critical resources and...
MetaFarms|Web-based software for livestock production companies. i-Production for hog production, Flocktrak for egg-layers, and FeedYard Organizer for cattle feeders. For all livestock and poultry industries or segments, we automate and link feed delivery data from internal or external feed mills. For pork producers, we automate and link data coming from the...
Metagenomix|Metagenomix is an early-stage biotechnology company developing novel methods of screening microbes for pharmacologically active compounds. Among the indications under investigation are cancer, inflammation and infectious diseases including fungal infections and malaria. The technology also has applications in agriculture.
Metamarkets|Metamarkets is the leading provider of interactive analytics for programmatic marketing. The world’s top platforms for buying and selling programmatic media such as Twitter, AOL, Inneractive, Drawbridge and OpenX use the Metamarkets platform to provide transparency into their marketing data through intuitive access to real-time information....
Metreos Corporation|Metreos was founded in 2001 by Louis Marascio and Mark Richards to provide an IP telephony development and run-time platform to help companies build, deploy, and manage IP telephony applications.Metreos provided both packaged applications and a set of tools for designing, developing, deploying, and managing applications deployed on IP telephony...
Metrik Studios|Metrik Studios is a new approach to market research. We specialize in collecting high quality information from costumers through the web, delivering integrated marketing solutions and strategic management decision to businesses.
MetroTech Net|MetroTech Net ultimate goal  is to create a data publishing business for real time traffic data (think Waze done from the network infrastructure side instead of the mobile device side). The investment thesis is that there is an opportunity to build upon an existing infrastructure build-out (video traffic management systems) in such a way that the...
Metropolist|Part question and answer service, part local search engine, Metropolist is a continually improving collection of local recommendations created, edited, and organized by anyone who uses it. Anyone can ask a question, add recommendations, or vote others' recommendations up or down. Over time, each question will become the best source of...
Mettl|Mettl is a powerful online assessment platform that enables hiring managers in companies to measure and track skills of pre-hires and employees.With Mettl, you can measure, analyze and improve people skills. It is ideal for companies who want to run multi-competency assessments for their prospective hires or existing employees. We focus...
Miami Instruments|During the early stages of his minimally invasive aortic and mitral valve surgery experience, a Miami-based cardiac surgeon became increasingly frustrated with the inadequacies of the instrumentation available to him at the time. In order to advance his technique and further expand the applications of his minimally invasive approach, he realized...
MicroInvention|In 2005 - 2008 created a high quality software-based graphics technology called CrossGL. Now selling applications based on CrossGL. Looking for investor to shift its graphics technology to a higher level.
MicroSolar|MicroSolar develops ultra low-cost solar inverters. Our patent-pending technology generates up to 25% more power and costs 70% less. Our units are designed for plug-n-play implementation, and fit in the palm of your hand.
Microbiome Therapeutics|MicroBiome Therapeutics, LLC, a biotechnology company, develops medical food and pharmaceutical products. The company focuses on developing evidence-based microbiome modulators, which are designed to alter bacteria populations and their environment in the gastrointestinal tract in specific ways to treat and prevent serious health conditions. Its...
Micropharma|From basic research to product development Micropharma is focused on innovation. We apply a unique approach to discover novel and commercial probiotic and enzymatic solutions for metabolic diseases.What we doMicropharma Limited discovers and develops bacteria as biotherapeutics for metabolic diseases. The Company uses its proprietary...
Microstim|Microstim GmbH develops a tissue and function maintaining implantable myostimulator designed to assist the heart. Particular strengths of Microstim GmbH are the microcontroller acquisition and processing of data, control of cardiac and muscle stimulator impulses, and wireless â€œin-bodyâ€-communication.At the national business plan contest...
Microweber|Microweber is an open source CMS platform for creating websites, blogs, and online shops by using drag and drop technology.The distinctive feature that make the software one of a new generation is the pairing of drag and drop technology and the real-time text writing and editing feature. Users are able to forget about the old infrastructure of...
Midokura|Founded in 2010, Midokura was an early global leader in network virtualization. The company’s pedigree includes Amazon, Cisco, Google and VMware. With its Midokura Enterprise MidoNet (MEM) solution, Midokura offers the industry a complete overlay technology that integrates with cloud platforms such as OpenStack. A contributor to the OpenStack...
Miew|"Miew provides ""KaLiB"" which is electric book reading application for academic thesis."
Mimetas|MIMETAS develops predictive Organ-on-a-Chip cell culture models for better, more reliable and tailored medicines. A significant gap exist between the predictive value of various in vitro and animal screening models and a patient. MIMETAS fills this gap with its OrganoPlates featuring organotypic screening models that have an improved predictability...
Mind Pirate, Inc.|Mind Pirate's pioneering Callisto Platform was acquired by Hewlett Packard's IoT & Wearables Group in December 2014. Mind Pirate built a platform for the development and distribution of wearable computing apps called Callisto. Callisto was the first platform to enable developers and OEMs the ability to build engaging experiences...
Lingoland|Lingoland is foreign language immersion from home.
Mineful|Mineful is a B2B monetization platform that enables desktop applications to monetize free users by allowing them to pay for premium application features by mining cryptocurrency with their excess computing power. With our integrated framework, users simply run Mineful in the background of their Spotify, Slack, or any other desktop application, and...
Minetta Brook|Minetta Brook was founded in 2011 in response to the explosion of unstructured data in their lives – at work and at home, online and off.Through their patent-pending machine learning & linguistics technology, their core engine can be applied to information sources such as streaming news, enterprise document repositories, defense agency...
MiniBrake|MiniBrake is a remotely controlled bike brake for kids. MiniBrake consists of two parts: a remote controller in your hand and a brake fixed on the rear wheel of your child’s bike. With the help of the remote controller, parents are able to protect their children (aged 2-5) from a probable accident by a press of a button. The remote controller sends...
Minus|Minus builds and runs MeowChat, a mobile chat and photo sharing application available on iPhone and Android, launched in March 2013. The company was co-founded by Carl Hu and John Xie, and is based in New York, United States....
MinuteKey|minuteKEY makes the world's first self-service key duplication machine. The minuteKEY founders spent several years fine-tuning the technology to create a highly accurate, reliable and easy-to-use key-cutting device. The finished product is a high-tech achievement, combining innovations in robotics, electronics and software engineering....
Mira|Mira is a privately held company headquartered in New York City, with offices in Durham, NC.We are the crowd analytics company that tailors Digital Out-of-Home screens based on the group of people standing in front of them. Whether they're in Times Square, in the back of a taxi or in a mall, these screens all have two things in common:...
Miro|Miro Analytics offers a forecasting application that allows decision makers the ability to navigate their companies information. Our application helps our customers easily interpret the effects of external events on their operations empowering them to make decisions relevant to their internal operations and commercial strategy.
MistLayer|MistLayer Technologies Limited is the leading ICT Company headquartered in London offering a full range of technology products, solutions, and services. MistLayer delivers innovative products that augment the lives of millions of people around the world. We are engaged in continuous improvement of our products and processes to enhance the quality...
Mitro|Mitro securely saves all your logins and lets you share them in your web browser
MixP3 Corporation|MixP3, a streaming music service, is a unique way to Create, Discover and Share music.
Mixers|Mixers, disruptive for the old-fashioned online dating industry, makes the outdated, slow and textual way of meeting people online irrelevant! Today, online first-time communication between individuals prevents the opportunity to obtain a real-life first impression. The Twitter generation is all about agility, speed, social connections and fun and...
Mixmax|Mixmax offers software that enables its users to boost their productivity. It enables its users to track emails accurately, set up meetings in an instant, save time with email templates, and schedule emails to be sent later.Mixmax makes emails as powerful as web pages by enabling actions such as completing purchases, confirming expense reports,...
Mixpanel|Mixpanel is the most advanced analytics platform for mobile & web. It helps businesses grow by helping them understand how their users behave and use their products by tracking actions people take rather than page views. Mixpanel's mission is to help the world learn from its data.
MobAppCreator|MobAppCreator is a powerful self-service app platform that allows anyone to quickly and inexpensively build their own iPhone and Android applications and connect directly with consumers. You can create, customize and manage mobile apps in just 3 Steps:-1- Build: Build your app by dragging modules and adding your content -2- Try : Try it in your...
MobPanel|"MobPanel is a hosted mobile web application for managing web hosting and cloud hosting accounts on the go. 
Users are able to manage their hosting and cloud accounts through a mobile dashboard interface to perform common tasks easily. We support leading web hosting control panel software as well as direct support for multiple leading cloud hosting..."
Mobile Event Guide|Mobile Event Guide develops and markets wireless solutions for events, congresses, trade fairs, and more.Event programs are wirelessly distributed to all participants through their mobile devices. Users have easy access to all event information, utilize the app for efficient time management, and effectively network during the event. Printing...
Mobile Learning Networks|Mobile Learning Networks is dedicated to delivering the future of tutoring today. We remove the barriers that exist in conventional tutoring by pairing the powerful technology of our unique platform with a superior team of tutors, making customized learning accessible to students everywhere.
MobileDay|MobileDay provides one-touch access into any conference call or online meeting from your iOS or Android device. By seamlessly syncing with the device's native calendar, the app provides a convenient 'My Day' schedule view of all upcoming calls and meetings, each accompanied by an easy one-touch join button that does all the dialing...
Veelo|Veelo™ sales enablement and learning platform increases sales effectiveness & marketing ROI.  Boost lead conversion by helping your sellers have better sales conversations.  Veelo arms your sellers with relevant content and training bursts matched to each stage of the buying cycle, while providing just in time support for reps that’s fast, easy...
MobileSpan|MobileSpan is headquartered in Santa Clara, CA. MobileSpan was founded in 2011 to help enterprises transition from a Desktop-centric world to an always-on, any content, any screen, BYOD world.
MobileX Labs|MobileX Labs (MXL) is a uber fast growing app solutions company based in Chicago, IL. We currently operate under 3 company divisions.MXL Build - Websites are great, but apps are better. Apps are the best way to get tailored content at your fingertips. Whether you're a musician looking to grow your fanbase or a small business-owner...
MobiliBuy|MobiliBuy converts any media, digital screen or print into a virtual storefront. We enable retailers and businesses to open virtual stores anytime, anyplace, with minimum investment and bring the store to the traffic.With a tailored mobile app, we make on-the-go shopping fast and easy. Shoppers can buy any product or service with our easy to use...
Mobincube|Mobincube is web based software where anyone can create their own mobile application (app) without any software programming knowledge whatsoever. The resulting apps can be used to obtain income, promote business, sell products and create them for third parties by selling app developer services to clients. The apps created using Mobincube are...
Mobiotics|QCampaigns is a mobile loyalty management platform for retailers and brands that helps them to get new consumers into store, convert them to loyal customers and then connect with them in real time, on-store and off-store. It works on every mobile phone and supports loyalty cards, gift cards and real time promotions.
Mobiscope|Mobiscope is a mobile video monitoring service.Mobiscope allows to view full motion video from web cameras and network cameras on mobile (iOS, Android, BlackBerry, MIDP 2.0) or in a browser. With Mobiscope users may also view public web-cameras streaming places of interest worldwide. Mobiscope can be used to ensure home and small office...
Modebo|Virtual Chief Engineer VCE is the best solution to know all the details of energy consumption and take control of energy performance in buildings. VCE is a disruptive, scalable and affordable technology to get valuable information for electrical savings through an easy and friendly app.
Modo Labs|Trusted by hundreds of universities and companies in over 30 countries, Modo Labs offers an enterprise-scale mobile engagement and communication platform. Regardless of technical skill set, Modo users can quickly create a powerful and sophisticated mobile app experience that connects audiences with essential information when they need it, where...
Moglue|Moglue (모글루) is a Korean online platform enabling individuals to develop interactive ebooks for iOS and Android devices. Its product portfolio includes Moglue Builder, a PC- and Mac-based WYSIWYG-style application that employs drag-and-drop features to help users create ebooks. It also offers Moglue Viewer, a real time ebook viewer application....
Mojeek|Mojeek Limited is a UK startup specialising in web search technology, which primarily provides Internet search services to the general public through its crawler based search engine, but also businesses via API/XML feeds and licensing agreements. Mojeek's focus is on providing users with an unbiased and uncluttered search service, free...
Mojo Labs Co.|Mojo Labs Co. is not your average tech company. We take leaders from all walks of life and integrate them into our corporate structure.We donâ€™t choose the projects we do and products we build solely based on numbers. Instead, we consider environmental and social responsibility in every decision we make.Mojo Labs Co. aims to be a leader in...
Moleculera Labs|Moleculera Labs provides personalized clinical testing services for individuals suspected of suffering from  PANDAS/PANS, which are treatable neurologic conditions that may be associated with motor tics, obsessive compulsive disorders (OCD) and sometimes Autism Spectrum Disorders. This perplexing neurologic condition is believed to be...
Molplex|"Molplex is a uniquely scalable and low risk drug discovery solutions business exploiting novel software systems for automating drug design, on demand laboratory operations and a flexible network of experienced drug discovery scientists. 
Molplex offers drug discovery teams based anywhere in the world online drug design, including  multi-property..."
Moment|Moment is a developer of phone camera lenses and mobile phone accessories designed to enhanced mobile photography.The company's lenses use simple gestures to better control light and focus and the company's accessories include cases, mounted lenses and counterweights, enabling professional and amateur photographers to take high-quality...
Monetate|Monetate drives billions of dollars of revenue every year for some of the best-known brands in the world, including Best Buy, QVC, Godiva, and OfficeMax. The company's comprehensive product suite and conversion expertise enable marketers to deliver a more relevant customer experience with unprecedented agility.Leading marketers rely on...
Moneysoft|"Moneysoft is a Australian money management app developer. Moneysoft's growth has exceeding expectations, with new deals at the corporate level opening up opportunities for the company to substantially scale up its operations.""Moneysoft is in early stage discussion with two of Australia's largest financial advice groups and with a..."
Moneyspyder|Moneyspyder is an e-commerce platform provider. The big difference between our approach and our competitors is that we are pro-active in analysing e-commerce perofmance, pro-active in suggesting site improvements and pro-active in implementing these changes before our next face-to-face monthly meeting.Advanced web analytics, online...
Moneytree|Founded in Tokyo, Moneytree is fintech data platform, with a mission to bring people and institutions closer together, help them find balance and discover new opportunities to grow personal wealth.Moneytree's first product, a personal finance app for iOS released in 2013, won the App Store’s “Best of” award for iPhone in Japan after only 8...
Monford Ag Systems|The Grassometer is a device forcapturing and sharing value addedagricultural and related data. It usesthe cloud and mobile technologies tosupport the delivery of sustainableand profitable production solutionsfor primary food producers, sportsturf managers and other growers.
Monitor Backlinks|Monitor Backlinks is an online search engine optimization (SEO) tool that provides automatic notifications to users when their backlinks are changed, removed or when they are bound to expire. The tool offers features such as PageRank checker, import or export from file, bookmark let, automated email notifier, and IP, dofollow, and country checker....
Monscierge|Monscierge is an international software company specializing in innovative hospitality solutions. Since 2009, our global team has been developing a system called Connect to facilitate elegant connections between the guest, hotel properties and their brands. Connect solutions encompass modern platforms such as mobile, tablet, large-format...
Monsieur|Monsieur is an artificially intelligent robotic bartender that makes great tasting cocktails that keep people happy and businesses profitable.
Montrue Technologies|Montrue Technologies, Inc. develops and offers emergency department information system for iPad. The software includes tracking, computerized physician order entry (CPOE), nursing and physician documentation, a discharge module, and integrates seamlessly with the legacy electronic medical record (EMR). Montrue Technologies, Inc. was incorporated in...
Moon Express, Inc.|Moon Express is a privately financed commercial space company blazing a trail to the Moon. Our prime directive is to open up the Moon’s vast resources for humanity and establish new avenues for commercial space activities beyond Earth orbit. We begin with profitable on-ramps by disrupting space transportation with innovative, flexible and scalable...
Moovweb|Moovweb’s cloud-based platform delivers experiences optimized for any device. As the fastest-growing mobile solution, Moovweb allows companies to launch new experiences fast, iterate often, and deliver better mobile experiences. Headquartered in San Francisco, Moovweb powers experiences for market leaders including Nordstrom, Macy's, AIG,...
Moozey|ALK Solutions is a software company specializing in Microsoft technologies.
Moqom|Security is holding back mobile & digital commerce in addition to high cost of fraud.Moqom harness the power of the mobile network and put an organisation at the centre of their mobile data. Moqom solutions and processes authenticate users, confirm identity and allow the mobile device to become a Trusted Device in the communications...
Mortar Data|Mortar seamlessly unites the best technologies for working with data in one simple, solid, scalable platform. Data scientists and engineers use Mortar's instant feedback tools to develop data applications quickly, then run them at scale with a single command. Mortar's mission is to help data engineers and data scientists spend 100% of...
Mosa Records|Mosa Records,S.L: Is involved in the Music Entertainment Industry.The Company operate to Produce Audio Recordings, Publish Music, Produce Music DVD's, and Publish Book Manuscripts.Mosa Records will get Artist's music on iTunes within days - with no upfront costs. Mosa do all the hard work so that the Artist can concentrate on making...
Mosaic Storage Systems|Mosaic is changing the way serious photographers access, organize, backup, enjoy, and even take their photos.
Mostro|AI and robotics for the recycling industry
Movatu|Creating the future of Entertainment by addressing and redefining social interaction and media consumption. Opening new avenues for users, artists, and the entertainment industry . Movatu's social entertainment platform builds on Movatu filed patents.
MoveableCode, Inc.|MoveableCode is building location aware fantasy games for the mid-core gamer on Android & iOS.The company is headquartered in Providence, RI, with a wholly owned subsidiary in Bangalore, India.MoveableCode is a graduate of the Betaspring accelerator program.**Target Market**Mid-core gamers want compelling engagement that fits...
Movebubble|Movebubble helps Londoners to find your ideal home to rent, without trying. Download today on the app store.Movebubble is a personalised experience designed to remove the time and stress from finding a rental home. Movebubble finds the homes to rent that suit your lifestyle, just like having your own property search agent.
MovingHealth|Movinghealth, Inc. provides Web based health care services to patients and consumers. The company offers wellbeing news and articles, medical reference content databases, and online therapeutic remedial imagery and graphics. Movinghealth was founded in 2007 and is based in Cambridge, Massachusetts.
Multipop|Multipop is disrupting and evolving the digital video content experience by building the first truly scalable interactive video platform. Multipop lets anyone add engaging commerce, content extensions and new advertising opportunities to any video in minutes. This drives deeper engagement and monetization opportunities around existing or new...
Mumboe|With just a web browser and an internet connection, mumboe provides all the necessary tools for small businesses to manage their contractual agreements online.  By handling contracts only (and not e-signatures) the service competes with Spain-based NegoNation.The Mumboe application offers a full set of contract management capabilities,...
Munchkin Fun|Munchkin Fun makes parenting more fun. Our children's calendar provides family-friendly event information to over 20,000 South Florida families every week. Our class platform provides parents a single destination to find, enroll in & pay for top quality children's classes & camps.
Muse|Muse mission is to transform the lock screen into a tool of discovery and inspiration.Connect with your favorite tastemakers and brands. Muse is the first app to enable product shopping and discovery on the phone lock screen.The is the most accessible way to shop and discover products suggested by your favorite tastemakers. Save time and...
Musikki|"Musikki is a living music platform that brings together all the World's musical knowledge, content and services. Find everything about the artist, album or song; buy and listen; follow artists and get notified of upcoming releases and shows. It is being labelled “the IMDB of music"" but with a significant difference: content is aggregated..."
Omninet|My Digital Shield (MDS) is focused on helping the underserved small business easily secure their businesses which are are highly vulnerable to cyber attacks. Founded in 2013, MDS provides affordable, easy-to-install Security-as-a-Service (SECaaS) based on industry-leading unified threat management (UTM). The company’s customizable cloud-based...
My Visual Brief|My Visual Brief is a web-based tool which facilitates effective communication between designers and their clients during the briefing process.My Visual Brief makes the design process more efficient by eliminating the back-and-forths between a client and a designer. It helps to reduce the time spent on a design project, helps to increase the...
MyAcademicProgram|MAP is a web-based recommender system that empowers students to graduate in less time, by providing personalized course recommendations based on their individual learning needs, extracurricular interests, and social profile.
MyCare|MyCare is committed to bringing disruptive search and clinical care delivery technology to the provision of patient care across the multiple institutions that make up the care delivery system. MyCare’s mission is to provide access to the data in electronic medical record systems to improve care delivery and empower the participation of patients and...
MyColorScreen|"MyColorScreen makes Android beautiful. We are a social platform for creating, sharing, and discussing dazzling mobile device homescreen designs-- from the minimalist and artistic to the truly functional. Members ""theme"" their devices to make them more personal, showing off their unique style, including the artists, brands, movies, sports,..."
MyCrowd|MyCrowd is an on-demand testing platform for websites and mobile apps.  By leveraging crowdtesting, MyCrowd is able to deliver self-service and on-demand testing that is fast, accurate and cost effective.
MyMedLeads.com|MyMedLeads is a powerful lead management tool for medical practices. With MyMedLeads, practices can better attract and retain patients by automating email, voice and text communications. MyMedLeads integrates with top PM/EMRs for seamless use.
MyParichay|MyParichay is Job Networking and Hiring Solution that utilizes mobile and social technology ( primarily Facebook) to help people find jobs and employes find great people with less effort and higher accuracy.
MyPrintCloud|MyPrintCloud is a Premium Web to Print Cloud solution with an integrated Print management suite to help Commercial Print Companies and Design houses have instant web presence.MyPrintCloud is shipped with a ‘ready to go’ Retail Web to Print store, a catalogue of thousands of professional templates, an easy to use self design tool and a shopping...
MyRealTrip|MyRealTrip is leading tours&activities marketplace in South Korea. We offer over 7,500 experience offered by locals.
MySocialCloud.com|MySocialCloud.com is an online web application that allows you to manage your online life in one simple “cloud”—your secure entry point to the online world.Created at the University of Southern California, MySocialCloud is a very young start-up that is eager to bring ease and simplicity to the web experience. Their purpose is to help people...
MyTime|MyTime is a fully integrated appointment scheduling, point-of-sale and customer engagement platform for multi-location chains and franchises. It’s built to be modular, but it really shines when the various components work together to maximize revenue by reaching customers wherever they are at the moment they are ready to transact.Our...
MyTinks|MyTinks is a multiplatform application. It gives users the ability to publish « micro – video » their achievements and / or initiate comparison with the users communities. Simple or Chain diffusion and independent management application allows interactivity and propagation to the greatest number. The objective is to randomly launch a...
MyUnfold|MyUnfold is an automated platform that matches talent to jobs. We measure your skills which unlocks and connects you directly to the recruiter or hiring manager without searching or the apply process. So now you can stop searching, and start working.
MyWebzz|Website creator combined with App Store for website parts, publishing for both desktop and mobile.Intuitive, drag&drop website creator with thousands of ready creations to choose from. Graphic designers and web developers will be able to build website parts (gallery, button) or whole websites (templates) and sell them through our platform.
Mysterio|MYSTERIO is solving the problem of app discovery in a unique way.Mysterio is building a better way to effortlessly find fantastic iOS apps. We've asked our intrepid team of recommendation rabbits to suggest apps while we work behind the scenes.
NAVX|NAVX sources, aggregates and distributes geolocalized content that can be used in GPS and, more generally, in any location-aware devices. We provide solutions to a growing base of end-users owning a GPS or mobile phone, and to companies selling devices (GPS manufacturers, mobile operators, etc), including TomTom, Garmin, Mio and Orange. Our...
NAZAR|Agentless database performance monitoring SaaS which is used for empowering IT teams to easily identify the root causes of their performance issues and keep their applications running fast.Our goal is simple: make it easy for businesses to identify and solve performance issues in their databases without the need of highly skilled professionals...
NBD Nanotechnologies|NBD Nanotechnologies, Inc. is a venture backed company located in Boston, MA. The inspiration for NBD came from the Namib Desert Beetle, a beetle that has the ability to harvest water every morning in the Namibian desert using unique surface properties. Based on years of research coming from elite university laboratories, NBD focuses on coatings...
NGDATA|NGDATA is the consumer intelligence management solutions company that empowers enterprises seeking greater customer lifetime value to drive continuous, actionable insights to enable sales and increase customer loyalty.The company does this through its unique combination of Big Data management and machine learning technologies in a single...
NVMdurance|NVMdurance delivers via software, a set of NAND Flash optimization techniques developed over the past 13 years by our technical co-founders Joe Sullivan and Conor Ryan.
Nafasi Systems|Today there are over 1.4 billion individuals in developing nations without access to electricity. Nafasi Systems is building rural off-grid energy generation systems for developing nations. We leverage the power of mobile and solar in order to achieve this vision.
Nafham|Nafham is democratizing access to education in the Arab world, starting with Egypt, by mobilizing talented teachers, parents, and students to assume responsibility for the provision of innovative learning opportunities to Arab children. Nafham is doing this through capitalizing on technology’s popularity and viral nature amongst students, and by...
Namely|Namely is an all-in-one platform that manages all HR data in one place, with personalized service to help companies get better and faster.Namely give companies the software and support they need to evolve their company cultures It has evolved along with company needs. They handle administration and compliance across HR, payroll, time, and...
Nanapi|Nanapi Inc. owns and operates website nanapi which let users to introduce and share how-to in categories such as love, work, and hobby. The company, formerly known as Rocketstart Inc., is based in Japan.
