|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector|description
783|Froont|688629.0|Software|688629|operating|||1|2012.0|technology|FROONT is a web-based design tool that runs in the browser and makes responsive web design accessible to all kinds of visual designers, even those without any coding skills, i.e. it makes responsive web design completely visual. Design can be done in-browser with intuitive drag-and-drop tools. After all, humans judge design with their eyes,...
784|FundRazr|296838.0|Facebook Applications|296838|operating|CAN|Vancouver|1|2008.0|technology|People need to raise money for all sorts of reasons: personal, charitable, entrepreneurial. Crowdfunding has emerged as a mechanism to make that easier than ever before. FundRazr is already a world leader in crowdfunding (top 10 site according to Forbes and others). We recently launched a new strategy to deliver crowdfunding to everyone, everywhere...
785|Fusion Sheep|213900.0|Video|213900|operating|POL|Poznan|1|2010.0|technology|We want to build best possible remote control. Which will know you and your social network. It will know what you really are, and suits your mood. It knows what you're watching and offers you more than just TV.
786|FutureAdvisor|1000000.0|Software|21500000|operating|USA|San Francisco|4|2010.0|technology|FutureAdvisor was founded in 2010 on the premise that investing for your future does not have to be difficult or expensive. Members of the founding finance team have been actively investing and worked in finance for years, and so have always been the ones friends asked for advice. They eventually realized that most of their friends were asking the...
787|G2B Pharma|235000.0|Biotechnology|235000|operating|USA|Corte Madera|1|2008.0|technology|G2B Pharmaâ€™s research is focused on the development of a needle -free alternative for epinephrine using the nasal delivery route. G2B is partnering in this effort with Shin Nippon Biological Laboratories of Japan, a leading developer of nasal spray devices and delivery systems. Millions of people are at risk for anaphylaxis, a severe and...
788|GANTEC|777338.0|Biotechnology|777338|operating|USA|Midland|1|2005.0|technology|Gantec was founded in 2005 with a goal of providing innovative, sustainable solutions for the agriculture market. The original insight for the technology came during a trip to Senegal in West Africa. The founders observed a Neem tree there, which grows green and healthy year-round in the desert. The question was asked of whether the properties of...
789|GAP Miners|500000.0|Software|500000|operating|IND|Hyderabad|1|2008.0|technology|Gap Miners Pvt. Ltd is an online service provider that identifies gaps in the online market and provides technology-based, user friendly solutions. Currently Gap Miners provides three offerings:UPto75.com - An online deal aggregator site - http://www.upto75.comNoMoreQueue.com - An online movie and bus ticketing site -...
790|GIVVER|371248.0|Software|371248|operating|USA|St Louis|1|2012.0|technology|GIVVER, INC. provides a solution that enables users to tweet a donation to their organizations. The company was incorporated in 2012 and is based in St. Louis, Missouri.
791|GLADvertising.com|150000.0|Semantic Search|150000|operating|USA|Northbrook|1|2012.0|online platforms and marketplaces|GLADvertising is a leading Search Engine Marketing and Web Design & Development company located in Chicago, IL. The primary focus is providing fully transparent and cost effective internet marketing solutions for small and medium size businesses. Gladvertising's online marketing services include:* Website Design & Development*...
792|GLOG|30000.0|Clean Technology|30000|operating|EST|Tartu|1|2013.0|technology|GLOG Home provides homes you can build by yourself even if you have no building skills. This is the solution for housing crisis.They integrate alternative energy solutions to keep utility bills down.
793|GameChanger Media|250000.0|Software|10632657|operating|USA|New York|7|2009.0|technology|GameChanger is a mobile app and website providing scorekeeping, stats, live gamestream plays, and recap stories for amateur sports teams.GameChanger software is changing the way amateur sports teams collect, manage and share real-time information.Their mobile app and website provide scorekeeping, stats, live GameStream plays and recap stories...
794|Ganos|5000.0|Open Source|5000|operating|||1|2010.0|technology|Ganos, LLC is headquartered in Pittsburgh, PA with its corporate home in Delaware. Ganos was founded 9/10/2010 and functions in a variety of industries applying a variety of fields to its business and partnerships. 	Ganos, LLC owns and manages a growing portfolio of internet brands including Gudagi.com, ReadyLetter.com, LostAstronaut.com...
795|Gatheredtable|2000000.0|Technology|3150000|operating|USA|Seattle|2|2013.0|technology|Gatheredtable, LLC operates in the technology industry. The company was incorporated in 2013 and is based in Seattle, Washington.
796|Ge.tt|457590.0|Real Time|457590|acquired|DNK|Copenhagen|1|2010.0|technology|"With the motto ""click, share, move on"" we are ready to change the way we think of sharing files online.Sharing files today is based on an old web paradigm where you first have to store a file on a server before someone else can download it. Ge.tt changes this. With ge.tt, users can share and publish files in an instant. No matter how..."
797|Geckoboard|300000.0|Web Development|1800000|operating|GBR|London|2|2010.0|technology|Live TV dashboards from Geckoboard are used by the fastest growing online businesses to focus teams on improving key metrics. Headquartered in London, Geckoboard has over 3,600 customers including Airbnb, Marketo, Slack and Skyscanner and pre-built integrations with 60+ tools including Google Analytics, Salesforce, Zendesk, Mixpanel, Github,...
798|GeniusMatcher|56874.0|3D|56874|operating|ISR|Haifa|1|2013.0|technology|Genius Matcher LTD. is an Israeli startup founded in 2013. The company owe 3 patents pending on a solution for indoor navigation, combining computer vision with 3D technology to create one platform for mapping, positioning and navigating in any indoor location.The platform is fully dynamic, managed in the cloud and displayed on all mobile...
799|Genocea Biosciences|400000.0|Biotechnology|93600000|operating|USA|Cambridge|5|2006.0|technology|Genocea is developing a new class of human vaccines based on a revolutionary platform for the rapid discovery of antigens that induce T cell immunity. The platform, which dramatically reduces the time to discover vaccine candidates, uniquely employs a proprietary, high-throughput approach that mimics the natural immune response in the laboratory to...
800|Geoloqi|350000.0|Open Source|350000|acquired|USA|Portland|2|2010.0|technology|The Geoloqi platform offers a complete, cross-platform, language, device and carrier agnostic platform for enterprise applications and IP-connected devices. A contextually aware solution, it enables persistent background location tracking, intelligent battery management, and transitions smoothly between location sources such as carrier signals, GPS...
801|George Mobile|300000.0|Android|300000|closed|CAN|Vancouver|1|2010.0|technology|George is free talk, text, and video-chat where users can level up, or pay for services like a real local phone number, SMS, and calls to any phone in over 40 countries.Users can stop wasting time flipping between apps to stay connected on Facebook, Twitter, SMS, phone calls and voicemails.  George integrates free talk, text &...
802|Geosho|387803.0|Enterprise Software|387803|operating|GBR|Caernarfon|1|2010.0|technology|Geosho was founded in 2010 and launched in 2011, with the goal to change how small and medium enterprises in the EU interact with and exploit location based data and smartphones . Based in Wales, Geosho employs 4 staff across the UK.Geosho is a web-based mapping and location data services platform. Geosho have developed a range of market specific...
803|Geosophic|19713.0|Android|19713|operating|NLD|Amsterdam|1|2012.0|technology|Geosophic is a location-based mobile gaming platform. Geosophic is your 'neighbourhood arcade' of the mobile age. Our location based leaderboards allow gamers to show off that they're the best in their cities, countries as well as the whole world.They also include customized game recommendations (performance advertising)...
804|Gera-IT|50000.0|Web Development|50000|operating|UKR|Kyiv|1|2006.0|technology|Gera-IT is a full-circle software engineering and development company providing a wide range of offshore IT outsourcing services. Our main specialization is RoR. Also  have Java and PHP departments.  Our team consists from outstanding individuals who are open to all innovations and new approaches in IT industry, have great experience in different...
805|GetBulb|20118.0|Analytics|83173|operating|IRL|Dublin|2|2011.0|technology|GetBulb makes creating infographics easy.GetBulb is putting big media infographics power into everyoneâ€™s hands. Our product is a browser-based web application that allows you to drag you data in from Excel or Google spreadsheets, drop it into one of our chart types, and instantly create an infographic from your data.Data visualization...
806|GetLikeminds|71000.0|Software|71000|operating|GBR|London|1|2012.0|technology|LikeMinds produces recruitment referral solutions. With Likeminds companies can manage their employee referral programs and turn their employees into recruiters. Likeminds helps companies find better talent, faster and more cost-effectively. LikeMinds - Talent finds Talent
807|GiftMe|18885.0|Facebook Applications|18885|closed|||2|2011.0|technology|GiftMe enables group giving inside facebook.
808|Ginger.io|1700000.0|Big Data|8200000|operating|USA|Cambridge|4|2011.0|technology|Ginger.io is the only mental health care provider that combines smartphone data and human connection to offer personalized, comprehensive care that reaches out when you need help. We offer the same personalized care associated with traditional mental health practices, but we use data to understand individualsâ€™ lives and adapt treatment. This...
809|Gini|1500000.0|Semantic Search|1830000|operating|DEU|München|4|2011.0|technology|Gini puts an end to paperwork!The globally unique self-learning artificial intelligence understands the content of monetary relevant documents with unprecedented detection rates and allows the lightning fast execution of private business processes.Via an open interface and numerous SDKs, third parties can use the technology and offer their...
810|Ginio.com|600000.0|Search|600000|operating|USA|Miami|1|2012.0|online platforms and marketplaces|Ginio is a technology start-up company building the largest searchable directory of Universities and Academic institutions worldwide.
811|Ginkgo Bioworks|120000.0|Biotechnology|120000|operating|||1|2008.0|technology|Ginkgo Bioworks designs, engineers, develops, tests, and licenses organisms. It discovers molecules in flavors, sweeteners, cosmetic ingredients, crop treatments, and pharmaceuticals. Gingko Bioworks also provides probiotic bacteria to protect the body from dangerous infections, and it generates libraries of molecules. It serves cultured...
812|Glider|1000000.0|Business Intelligence|1350000|acquired|USA|Portland|4|2012.0|technology|"**Business intelligence and shorter sales cycles for the contract process.**Glider takes the pain out of managing sales contracts and brings visibility to the ""last mile"" of the sales funnel.Glider provides finance and executive leadership with objective insight into which contracts will actually be signed by quarter-end, how many..."
813|Glow Digital Media|1250000.0|Twitter Applications|8250000|operating|GBR|London|2|2011.0|technology|Glow Digital Media is a cross-device social ad management platform which enables advertisers to build, manage and optimise advertising campaigns across social media channels. As a Facebook strategic partner since 2012 and one of only five companies to be an early development partner for both Facebook and Twitter the platform is used by leading...
814|Glowbl|3500.0|Video Conferencing|3500|operating|FRA|Lyon|1|2011.0|technology|Glowbl is an online video and collaboration platform that allows an unlimited number of users to gather around multiple types of content in real time. Glowbl enables to create any kind of online event, both public or private, in just a few clicks, accessible from social networks.
815|GlucoSentient|60000.0|Biotechnology|90000|operating|USA|Champaign|2|2011.0|technology|GlucoSentient, Inc. develops personal glucose meters for diabetes patients around the globe. The company offers its products for therapeutic drug and heart health monitoring applications. It also offers test strips for detecting trace amounts of contaminates, such as bacteria, viruses, or chemical contamination in food. GlucoSentient, Inc. was...
816|GlyGenix Therapeutics|150000.0|Biotechnology|150000|operating|USA|Woodbridge|1|2006.0|technology|GlyGenix Therapeutics, Inc. develops therapeutic products for the treatment of cure metabolic disorders. The company manufactures and delivers genes to cure GSD1a. It has partnerships with National Institutes of Health, Duke University, University of Florida, and Royal Philips Electronics. GlyGenix Therapeutics, Inc. was founded in 2006 and is...
817|Gnip|40000.0|Enterprise Software|6640000|acquired|USA|Boulder|4|2008.0|technology|Gnip provides social media data for customers in sectors such as social media monitoring, business intelligence, government, and finance. The company was founded by Eric Marcoullier in March 2008 and is based in Boulder, Colorado with offices in San Francisco, New York, and Washington.
818|Gnodal|2190000.0|Web Hosting|2190000|closed|USA|Palo Alto|2|2007.0|technology|Gnodal was founded in 2007 by a world-class team of IT infrastructure design experts with a proven track record for delivering best-of-breed networking systems that meet the demands of their customers. The team's experience and collaborative spirit in working together on design, manufacture and deployment, has led to the definition of a...
819|GoCoop|70000.0|Software|70000|operating|IND|Bangalore|2|2011.0|technology|"GoCoop is an organization dedicated to socio-economic development of co-ops and self-help groups (SHGs) through technology innovation.
GoCoop.com is a internet-based global platform which provides value-added business services for co-ops and self-help groups to enable communication and collaboration with their members, marketing their products and..."
820|GoGoVan|41250.0|iOS|16541250|operating|||3|2013.0|technology|GOGOVAN is the first app-based platform in Asia for transporting goods, which is dedicated in offering excellent and innovative logistic services through APP.The GOGOVAN app was created to connect individuals and businesses directly to thousands of drivers for their real-time logistic needs. We redefine the everyday logistic experience by...
821|GoInstant|1700000.0|Enterprise Software|1700000|acquired|CAN|Halifax|1|2010.0|technology|GoInstant Co-browsing allows two or more people to browse the web together in a real-time interactive session. All participants that join a co-browse session can click, scroll, type and browse at the same time. Co-browsing does not require any downloads or plugins to work; all users need is a web browser.A co-browse session can be used to...
822|GoYoDeo|150000.0|Video|150000|closed|USA|Nashville|1|2007.0|technology|GoYoDeo provides a free online tool allowing anyone to publish video, photos and documents to their website, blog, MySpace or FaceBook.Channels of video, photos and documents may be viewed at GoYoDeo.com/MyChannel Name, and also published just about anywhere.Very unique to media player, is the ability to launch ON TOP of existing pages...
823|Gogoyoko|960273.0|Internet|960273|operating|ISL|Reykjavík|1|2007.0|technology|gogoyoko.com is a music service that allows artists to sell their music directly to fans and allows everyone to listen to all music on the site for free.  The service uses a combination of subscriptions and advertising sales to support payments to the artists for streaming.  The site is unique in the way it splits revenue with artists and charity,...
824|Gondola|200000.0|Analytics|200000|operating|USA|New York|1|2013.0|technology|Gondola is the first game analytics tool specifically focused on the interplay between gameplay, virtual pricing, and real-life monetization.Freemium games are driven by virtual economies. Players earn â€œmoneyâ€, purchase virtual goods, and (hopefully) buy IAPs for actual dollars. Aside from monetization, virtual economies are also essential for...
825|Good Done Great|500000.0|Software|500000|operating|USA|Tacoma|1|2009.0|technology|Good Done Great revolutionizes the way corporations and individuals give back to the communities and causes they care about. Through strategic consulting supported by our integrated software solutions, the Good Done Great team helps Fortune 500 and other companies maximize their corporate social responsibility (CSR) programs. Launched in 2009 and...
826|GoodyTag|50000.0|Facebook Applications|550000|operating|ISR|Tel Aviv|3|2010.0|technology|GoodyTag is a platform to create User Generated Content Facebook & Twitter apps that delivers branding ability to the people. With GoodyTag, advertiser can let his customers advertise on their own photos and determine an easy way to reward them, such as with coupons, points, freebies , draws and more.
827|Goozzy|250000.0|Facebook Applications|650000|closed|USA|St. Petersburg|2|2009.0|technology|A simple-to-use cross browser platform for shareable, web-based â€œpost-it notesâ€ that users can place and share anywhere on any website.GOOZZY aims to add a social dimension to the relatively lonely experience of web browsing. Currently, in order to share an interesting article, photo or video found online, web-browsers can use the website...
828|GrabInbox|40000.0|Facebook Applications|40000|operating|IND|Mumbai|1|2011.0|technology|GrabInbox (formerly buffr) lets you easily manage multiple twitter, facebook, facebook fan pages and linkedin accounts. You can schedule messages, post to multiple accounts in a single click and do much more. We are your web dashboard.
829|Grability|400000.0|User Experience Design|400000|operating|USA|New York|1|2013.0|technology|Grability envisions a world where shopping is easy, fun, and on-the-go.  With our uniquely intuitive design, Grability provides the tools for retailers to embrace and monetize mobile. Grability partners with leading retailers around the world to create mobile stores that provide value in the form of dramatic increase in sales and new revenue...
830|Graematter|835000.0|Hardware + Software|835000|operating|USA|St Louis|1|2000.0|technology|The original concept for the regulatory intelligence system was conceived by Graematterâ€™s founder, Melissa Walker, in 1999. An early-stage, pre-prototype version of the system was first created in 2000. It began as an effort to simply improve the ability to locate key information. As the volume of regulatory information began to expand dramatically...
831|GraffitiGeo|20000.0|Hardware + Software|20000|acquired|||2|2009.0|technology|"At its core GraffitiGeo allows users to leave brief reviews of restaurants, or for those too lazy to do that, to simply leave a ""thumbs up"" or ""thumbs down"" â€” it's like a highly condensed version of Yelp, or a ""Digg for the world""Â. These reviews and votes can be cast from the site's iPhone app or from the..."
832|Grand St.|1300000.0|Hardware + Software|1300000||USA|New York|1|2012.0|technology|Grand St. hand pick, test, and highlight well-designed, delightful hardware from independent producers, featuring one new selection every other day. With stunning pictures and product stories created in-house by our discerning, device-obsessed team, they help you experience new technology that improves your life.
833|Granite Horizon|115000.0|Cloud Computing|115000|operating|USA|Elk Grove|1|2007.0|technology|Granite Horizon is a web design and web development company providing cloud-based and custom deployments of web content management systems. It specializes in integrations of the eZ Publish, Sitecore, and Drupal content management systems.Granite Horizon In The Cloud is based on the eZ Publish CMS, a robust and easily extensible platform, well...
834|Graphenics|20000.0|Nanotechnology|20000|operating|||1|2012.0|technology|At Graphenics, we strive to enable the future of clean vehicles by providing lightweight composites optimized for mass production that are affordable and can be incorporated into any vehicle, from economical compact cars and SUVs to performance sports cars. Graphenics supplies the highest quality graphene on the market, and we work with our...
835|Green Momit|52547.0|Technology|52547|operating|ESP|Madrid|1|2012.0|technology|momit drives innovation in the Internet of Things (IoT) arena with focus in Energy EfficiencyAt momit, we design, manufacture and sale smart and connected devicesWith a strong focus on R&D and internationalization, momit delivers the smart solutions that customers needIt was founded in January 2012 and is based in Madrid, Spain. momit has...
836|GreenLight|40331.0|Networking|40331|closed|GBR|Beaconsfield|1|2011.0|technology|Meet new people, find new things and get more fun out of your life.GreenLight is a social discovery platform that finds new people you are likely to get along with based on your personality. As we all get busier and demand things to happen faster, social discovery will become a more and more prevalent part of our lives. It's already easy...
837|Greenhouse Apps|300000.0|Android|300000|operating|USA|San Francisco|1|2013.0|technology|Greenhouse Apps is a software company that develops mobile apps. It is the developer of Jink, a location sharing app and platform for smartphones. It enables users to meet up with their peers by searching for suitable locations such as restaurants, theme parks, movie theaters, and more. It also enables users to meet fellow users by simply...
838|Greenlots|2000000.0|Clean Technology|7000000|operating|USA|San Francisco|2|2008.0|technology|Greenlots is unlocking the possibilities of the new electric mobility future by delivering innovative software, services and expertise that empowers utilities, cities, communities and automakers to deploy EV charging infrastructure at scale.  Our technology brings together the latest in EV charging and grid management software, connecting people in...
839|GridCure|95000.0|Big Data|95000|operating|||1|2014.0|technology|GridCure solves the smart-grid analytics issue by bringing the concepts and practices of big data to the power utility space.
840|Gridstore|1970400.0|Web Development|25470400|operating|USA|Mountain View|3|2009.0|technology|Gridstoreâ„¢ is the leader in HyperConverged All-Flash Infrastructure for the Microsoft Cloud-Inspired Data Center. Our customers gain a 10X performance improvement over traditional storage as we put all-flash as close to the workload as possible. They realize 4X lower TCO by consolidation of three layers of infrastructure into one scalable layer...
841|Gridtential Energy|969000.0|Clean Technology|969000|operating|USA|San Jose|1|2010.0|technology|Gridtential Energy is a seed-stage Silicon Valley company created by an experienced team of serial inventors and entrepreneurs. Their goal is to develop an exciting new energy storage concept into a market-ready product that will change the way the world generates and uses energy.
842|Groopie|400000.0|Video Streaming|700000|operating|USA|West Hollywood|3|2013.0|technology|Groopie is the only app that lets groups of friends create amazing shows together. Everyone can add to the story with their unique perspectives and social experiences, one episode at a time. By creating a show with other active social video users, individuals can maximize exposure and gain access to many new followers.Groopie ultimately brings...
843|Groopt|150000.0|Software|150000|operating|USA|San Francisco|1|2010.0|technology|Groopt Data is web and mobile friendly, empowering MBOs with an effective tool to manage, track and understand their membership, donation and event data. With Groopt Data, MBOs can operate as efficiently as world class businesses; increasing donations, lowering overhead and optimizing their double bottom line.
844|Ground Zero Group Corporation|5000.0|Web Development|5000|closed|USA|Minneapolis|1|2009.0|technology|Ground Zero Group Corporation provides the small and medium business with best of class tools to shape and dominate the market space. From corporate web design and development featuring industry recognized professionals to on-site information technology training by certified adult educators, Ground Zero Group provides services and products which...
845|Groupsite|2000000.0|Software|2000000|operating|USA|Palo Alto|1|2006.0|technology|Formerly CollectiveX, Groupsite.com is a platform that empowers the creation of social websites called Groupsites. Groupsites are collaboration communities that enable groups to communicate, share and network to make things happen. They do this by combining the most useful (but not all) features of online groups and listservs (like Yahoo! Groups),...
846|Grovo|1523992.0|Video|7023992|operating|USA|New York|2|2010.0|technology|Grovo is the worldâ€™s leading Microlearningâ“‡ solution, combining an adaptive and customizable Microlearning library with a modern, flexible learning experience platform. With Grovo, itâ€™s simple to discover, design, and deliver world-class Microlearning experiencesâ€”anywhere, anytime, on any device. Grovoâ€™s proprietary, award-winning Microlearning...
847|Grow|500000.0|Web Development|500000|operating|USA|Provo|1|2014.0|technology|Grow is a business intelligence dashboard software for small and medium businesses that makes it easy to track the right metrics, make good decisions, and lead with confidence.Quickly set up dashboards in minutes, not months; connect data sources like QuickBooks, Salesforce and Zendeskâ€”along with your own databases and spreadsheetsâ€”without...
848|GrowYo|8000.0|Biotechnology|8000|operating|||1|2013.0|technology|GrowYo is the result of collaboration by growers, hackers, & scientists. We're proud to offer the South Florida region the most productive, cost effective, & sustainable growing systems for 100% organic crops, and are looking forward to reaching new regions as soon as possible.Their company designs, builds, & maintains growing...
849|GuestSpan|450000.0|Software|450000|operating|USA|Salt Lake City|1|2007.0|technology|GuestSpan produces software that runs on multiple hardware platforms that are available to guests in hotel rooms. This software allows guests to connect with the hotel, businesses in the surrounding community, and ecommerce service providers.
850|Guzu|500000.0|Clean Technology|500000|operating|USA|Deer Park|1|2011.0|technology|Guzu offers turn-key solutions for electronics recycling to consumers, businesses, and non-profits. The company provides consumers value for their used or unwanted electronics. Guzu's service is not only good for the environment; it provides a relief for consumers who are tired of dealing with the hassles of selling their gadgets on online...
851|GuzzMobile|5000.0|Web Development|5000|operating|USA|Boston|1|2007.0|technology|Trending Mobile AppsGuzzMobileMobile Notification ServicesguzzMobile provides a suite of value added a la carte mobile services including text, tts & voice notifications to phone users, all services are accessible on a prepaid pay-as-you-go basis, no contracts, no monthly payments, no sign-ups or logins required, just load credit on...
852|HALO2CLOUD|465039.0|Hardware + Software|465039|operating|USA|Glastonbury|1|2011.0|technology|Halo2Cloud, LLC distributes consumer electronics to homes worldwide. It sells its products through television sales and online. The company was incorporated in 2011 and is based in Glastonbury, Connecticut.
853|HASH|100000.0|Identity|100000|operating|USA|Miami|1|2013.0|technology|Text messaging can never capture how you really feel... Now, with HASH you can say it how you mean it. Record, add text and send! With Loop Video Messages from HASH you can say what you want with real emotions. Capture reactions, sceneries, or emotions to bring real meaning to every word you say. Loop videos donâ€™t record sound purposely so you...
854|HEMS Technology|400000.0|Home Automation|400000|operating|USA|Mansfield|1|2005.0|technology|HEMS Technology is in the smart energy business of making appliances and office equipment energy smart and interactive. We specialize strictly in this niche market to small business office environments with potential building and home automation connections.  We are unique in our approach to product and solution in that we strive to create a...
855|HERE Inc|17000.0|Apps|17000|operating|USA|Seattle|1|2012.0|technology|Their location centric mobile apps break sown social barriers so people can easily connect to their neighbors about community events, emergencies, and announcements.
856|HEXIO|20000.0|Analytics|20000|operating|USA|Kennebunk|1|2008.0|technology|HEXIO is a data mining service extending the utility of link-shortening into business intelligence.HEXIO's Crush uses Amazon's EC2, SQS and SimpleDB infrastructure.
857|HG Data Company|1500000.0|Analytics|6259998|operating|USA|Santa Barbara|5|2010.0|technology|HG Data is the global leader in market intelligence for installed technologies.  The worldâ€™s largest technology companies, the fastest-growing start-ups, and some of the most innovative OEM partners achieve an unfair advantage by using HG Data in building market analysis, competitive displacement, predictive modeling, marketing campaigns, and...
858|HPC Brasil|40000.0|Software|40000|operating|CHL|Santiago|1|2010.0|technology|HPC Brasil is a software developer that develops customized web and mobile solutions for its users. It has been providing solutions to enhance people and companies activities, for more than 10 years. Its team specializes at developing mission critical software for its customers.HPC Brasil was founded in 2010 by Laercio Simoes and is based in...
859|HackerEarth|500000.0|Software|500000|operating|IND|Bangalore|2|2012.0|technology|HackerEarth is a product company that provides technical recruitment solutions for talent sourcing and skill assessment. HackerEarth allows recruiters to quickly identify and hire the right candidate from its thriving community of developers. Every developer on HackerEarthâ€™s community is ranked and scored by its unique ranking system. The ranking...
860|Haivision|5651295.0|Software|17651295|operating|CAN|Montréal|2|2004.0|technology|Haivision provides end-to-end video streaming solutions for encoding, recording, managing, publishing and distributing secure video content. Whether you need to deliver your live or on-demand video content over dedicated networks or to a broader Internet audience, our video streaming solutions power a wide range of applications such as: enterprise...
861|Half Off Depot|2000000.0|Search|9000000|operating|||2|2008.0|technology|Half Off Depot provides online customer acquisition programs for local merchants using its innovative Automated Internet Marketing (AIM) platform. The AIM engine provides a turnkey, cost effective, and risk-free method for local merchants to acquire new customers online. AIM is specifically designed to engage, convert, and retain prospective...
862|Hamstersoft|500000.0|Video Editing|500000|operating|||1|2010.0|technology|HamsterSoft was founded in 2010 and is fully focused on the development and distribution of high-end software products. One year on and we are already we in the top 20 best programs in the world according download.com. Just one year since starting, we have been downloaded 8 million times. Our programs have been translated into 40 languages...
863|Happify|3800800.0|Apps|6508015|operating|USA|New York|3|2011.0|technology|Happify is the most established destination for effective, evidence-based solutions for better emotional health and mindfulness on the market. Created with leading experts, Happify offers 24/7 access to tracks featuring science-based activities and games that tackle topics such as resilience and mindfulness, as well as conditions ranging from...
864|Hashtago|200000.0|Big Data|200000|operating|||1|2013.0|technology|Hashtago is your reliable provider of Digital Marketing solutions combining data-driven technology with personalized service. Our mission is to give you best in class online tools to maximize marketing activities ROI. With over 5 years of experience, our team of result-driven account managers and qualified engineers is considered to find the right...
865|Haven|1024999.0|Apps|1024999|operating|USA|Fishers|1|2014.0|technology|Haven is a free, intuitive mobile app and website that equips homeowners with predictive technology to be better homeowners. It provides value to both do-it- yourself inclined homeowners by providing an individualized reminder and tracking system, as well as homeowners who need help, by providing licensed, insured, pre-vetted service professionals,...
866|Health Gorilla|1500000.0|Big Data|2000000|operating|USA|Sunnyvale|2|2011.0|technology|Health Gorilla's platform and solutions provide secure clinical records interoperability to connect patients, physicians, Healthcare organizations (including ACOs, IPAs and MSOs), and vendors. Health Gorilla solutions enable Electronic Medical Records (EMR) vendors to share and analyze data with an average traffic of 5 million records every...
867|HealthQx|250000.0|Software|250000|operating|USA|King Of Prussia|1|2012.0|technology|HealthQX is the progressive leader in Value-based Payment (VBP) analytic software solutions for health plans and providers. Our VBP analytics platform, ClarityQx, provides the capabilities to design, implement and monitor the on-going performance of payment models such as episodic, bundled or accountable care arrangements.
868|Heap|2000000.0|Analytics|2000000|operating|USA|San Francisco|1|2013.0|technology|Heap is a market leader in Insight Automation infrastructure. Heap automates away the annoying parts of analytics so that companies can focus on making smarter business decisions. Founded in 2013, Heap serves over 6,000 companies in ecommerce, SaaS, fintech, retail, media, and beyond including Twilio, LendingClub, App Annie, Optimizely,...
869|HeatSync|500000.0|Analytics|500000|operating|USA|Los Angeles|1|2013.0|technology|HeatSync brings together all website analytics in one place. HeatSync allows you to draw on many online sources to historically track, review, and compare any website analytical information.Whether you're just tracking your own website, a dozen, or your competitors', HeatSync brings them all into one place.Why would I use...
870|Hedvig|2500001.0|Software|12500001|operating|USA|Santa Clara|2|2012.0|technology|Hedvig (formerly Quexascale) is re-architecting software-defined storage. Built by software engineers of the world's largest and most successful distributed systems, Hedvig delivers modern storage for any enterprise compute environment running at any scale. The Hedvig platform is the only software-defined storage solution with true distributed...
871|Heetch|500000.0|Apps|500000|operating|||1|2013.0|technology|Heetch is a French ride-sharing app similar to Uber or LeCab, but specifically targeted at late night rides, when most other apps are not prioritized for or suffer from heavy usage during.
872|Heirloom Technology, Inc.|1000000.0|Android|1000000|operating|USA|San Francisco|1|2014.0|technology|Heirloom, a San Francisco, CA-based creator of a new platform that transforms photographic prints into digital images and allows people to connect privately over shared memories. Heirloom has just released its app, available to download for free on iOS (Apple App Store) and Android (Google Play) which allows users to capture and store images in...
873|Helical IT Solutions|2500000.0|Software|2500000|operating|IND|Hyderabad|1|2012.0|technology|Helical IT Solutions is a company focused on DWBI and that too on open source BI solutions, specializing in Jaspersoft & Pentaho.Company provides simple, practical & affordable solutions which are suitable for business users right from CEO, CXO, line managers & to every end user of the enterprise. We have a quick turn around time...
874|Helios Innovative Technologies|500009.0|Biotechnology|500009|operating|USA|Syracuse|1|2012.0|technology|Helios Innovative Technologies, Inc., an early stage infection control company, provides sterilization systems to prevent healthcare acquired infections. The company was incorporated in 2012 and is based in Syracuse, New York.
875|Helioz R&D|1000000.0|Clean Technology|1000000|operating|AUT|Vienna|1|2010.0|technology|Helioz is a social enterprise engaged in R&D and sale of affordable products for low income households in developing countries.Helioz R&D is a social enterprise that provides sustainable water treatment to the bottom of the pyramid.Helioz R&D is a Red Herring Top 100 Research and Development company, which invents products for the...
876|Helium|2800000.0|Internet of Things|18775935|operating|USA|San Francisco|2|2013.0|technology|Helium is a wide-area wireless networking system, a blockchain, and a protocol token. The blockchain runs on a new consensus protocol and a new kind of proof, called Proof-of-Coverage. 
877|HelloTel|500000.0|Networking|500000|operating|||1|2014.0|technology|HelloTel App is a travel app for mobile devices (Android and iOS, as well as Apple Watch) that turns any hotel check-in into a rich social network. Create a profile automatically by connecting to Facebook or LinkedIn. We will never publish your data back to any social network. Populate your profile with a simple touch and check-in to a hotel...
878|Help.com|6000000.0|Software|6000000|operating|USA|Austin|1|2014.0|online platforms and marketplaces|Our team of customer service and technology experts is setting out to build the next generation of customer service software. Our goal is to give you the tools you need to delight your customers at enterprise scale. Currently we are building out our team with the best people in the world and focusing on creating a product that will revolutionize...
879|Helpful Technologies|500000.0|Software|1412950|operating|USA|Fort Lauderdale|3|2008.0|technology|Helpful Technologies Inc. finds promising technologies and brings them to the market. Through its subsidiaries, the company manages diverse portfolio of emerging innovations that provide future-focused, turnkey solutions to federal and local governments and commercial customers. The company was founded in 2008 and is currently engaged in the...
